SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
503,Scaly-throated Honeyguide,Indicator variegatus,,441,avibase-7EF4C99C,ebird_single,Scaly-throated Honeyguide,Indicator variegatus,10199,Indicator variegatus,scthon1,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680612,1,false,false,false,false,48.8,Woodland,2,1,Carnivore,Invertivore,Insessorial,3473509.99,,
504,Least Honeyguide,Indicator exilis,,1132,avibase-BFF3AA65,ebird_single,Least Honeyguide,Indicator exilis,10183,Indicator exilis,leahon2,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680638,1,false,false,false,false,17.9,Forest,1,1,Carnivore,Invertivore,Insessorial,4132641.71,This species is prone to misidentification and its maps might be affected by error.,
505,Pallid Honeyguide,Indicator meliphilus,,906,avibase-5B74A911,ebird_single,Pallid Honeyguide,Indicator meliphilus,10180,Indicator meliphilus,palhon1,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680647,1,false,false,false,false,14,Woodland,2,1,Carnivore,Invertivore,Insessorial,1489690.4,Records in the old atlas of Pallid and Kilimanjaro Honeyguide are lumped. This species is prone to misidentification and its maps might be affected by error.,
506,Kilimanjaro Honeyguide,Indicator narokensis,505,#N/A,avibase-5B74A911,existing_ok,,,,,,,,,,,false,false,false,false,14,Woodland,2,1,Carnivore,Invertivore,Insessorial,1489690.4,,Folded into SEQ 505 Pallid Honeyguide. Taxonomic: AviList v2025b treats Indicator narokensis as conspecific with I. meliphilus; no eBird taxon exists for it. 3 squares (1970-1984).
507,Cassin's Honeybird,Prodotiscus insignis,,1364,avibase-7884F0D6,ebird_single,Cassin's Honeybird,Prodotiscus insignis,10159,Prodotiscus insignis,cashon1,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680667,1,false,false,false,false,10.4,Forest,1,1,Carnivore,Invertivore,Insessorial,2908784.71,This species is prone to misidentification and its maps might be affected by error.,
508,Eastern Honeybird,Prodotiscus zambesiae,,444,avibase-B20CDCE3,ebird_single,Green-backed Honeybird,Prodotiscus zambesiae,10162,Prodotiscus zambesiae,grbhon2,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680672,1,false,false,false,false,10.2,Forest,2,1,Carnivore,Invertivore,Insessorial,3997564.3,,
509,Wahlberg's Honeybird,Prodotiscus regulus,,443,avibase-8DB3F1A2,ebird_single,Brown-backed Honeybird,Prodotiscus regulus,10166,Prodotiscus regulus,wahhon1,Honeyguides,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680677,1,false,false,false,false,14.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,3186750.81,,
510,Red-throated Wryneck,Jynx ruficollis,,453,avibase-93EC5E12,ebird_single,Red-throated Wryneck,Jynx ruficollis,10207,Jynx ruficollis,runwry1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680689,1,false,false,false,false,46.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,1609043.05,,
511,Eurasian Wryneck,Jynx torquilla,,1402,avibase-B2E6AB9F,ebird_single,Eurasian Wryneck,Jynx torquilla,10211,Jynx torquilla,eurwry,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680683,1,false,false,true,false,35,Woodland,1,3,Carnivore,Invertivore,Terrestrial,17649135.86,,
512,Nubian Woodpecker,Campethera nubica,,1372,avibase-70170649,ebird_single,Nubian Woodpecker,Campethera nubica,10459,Campethera nubica,nubwoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680887,1,false,false,false,false,59.7,Shrubland,2,1,Carnivore,Invertivore,Insessorial,3241336.04,,
513,Golden-tailed Woodpecker,Campethera abingoni,,0,avibase-69B835E2,manual,Golden-tailed/Mombasa Woodpecker,Campethera sp.,10470,Campethera abingoni|Campethera mombassica,gotwoo1|momwoo1,Woodpeckers,Piciformes,LC,,2,false,false,false,false,67.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,6437199.24,,"Historical lump of 2 species, treated as one taxon (Campethera abingoni) in the 1970-1984 atlas: Golden-tailed Woodpecker (Campethera abingoni, 162 Kenyan eBird records 2009-2023); Mombasa Woodpecker (Campethera mombassica, 655 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either."
514,Little Spotted Woodpecker,Campethera cailliautii,,449,avibase-BD7C4F70,ebird_single,Green-backed Woodpecker,Campethera maculosa,10453,Campethera maculosa,grbwoo2,Woodpeckers,Piciformes,NE,,1,false,false,false,false,41.1,Forest,2,1,Carnivore,Invertivore,Insessorial,3823971.24,,
515,Fine-banded Woodpecker,Campethera tullbergi,,1376,avibase-D0A5FADB,ebird_single,Fine-banded Woodpecker,Campethera taeniolaema,10450,Campethera taeniolaema,tulwoo3,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22726358,1,false,false,false,false,50.5,Forest,1,1,Carnivore,Invertivore,Insessorial,62707.5,,
516,Buff-spotted Woodpecker,Campethera nivosa,,1188,avibase-02E56D98,ebird_single,Buff-spotted Woodpecker,Pardipicus nivosus,10442,Pardipicus nivosus,buswoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680937,1,false,false,false,false,37.8,Forest,1,1,Carnivore,Invertivore,Insessorial,3825842.41,,
517,Brown-eared Woodpecker,Campethera caroli,,1368,avibase-01C9752D,ebird_single,Brown-eared Woodpecker,Pardipicus caroli,10439,Pardipicus caroli,brewoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680941,1,false,false,false,false,44.2,Forest,1,1,Carnivore,Invertivore,Insessorial,3849726.47,,
518,Uganda Spotted Woodpecker,Denropicos poecilolaemus,,1394,avibase-739A97EE,ebird_single,Speckle-breasted Woodpecker,Dendropicos poecilolaemus,10883,Dendropicos poecilolaemus,spbwoo2,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680954,1,false,false,false,false,28.1,Forest,2,1,Carnivore,Invertivore,Insessorial,723686.32,,
519,Cardinal Woodpecker,Denropicos fuscescens,,450,avibase-0A241B83,ebird_single,Cardinal Woodpecker,Dendropicos fuscescens,10884,Dendropicos fuscescens,carwoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680963,1,false,false,false,false,26,Shrubland,2,1,Carnivore,Invertivore,Insessorial,12708768.94,,
520,Bearded Woodpecker,Thripias namaquus,,451,avibase-77D82F60,ebird_single,Bearded Woodpecker,Chloropicus namaquus,10850,Chloropicus namaquus,beawoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680982,1,false,false,false,false,81.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,7980417.7,,
521,Yellow-crested Woodpecker,Mesopicos xantholophus,,1400,avibase-2700C97D,ebird_single,Yellow-crested Woodpecker,Chloropicus xantholophus,10849,Chloropicus xantholophus,gocwoo3,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22680996,1,false,false,false,false,81.5,Forest,1,1,Carnivore,Invertivore,Insessorial,2751221.14,,
522,Grey Woodpecker,Mesopicos goertae,,1392,avibase-178B3896,manual,African/Eastern Grey Woodpecker,Dendropicos sp.,10861,Dendropicos goertae|Dendropicos spodocephalus,grywoo1|gyhwoo1,Woodpeckers,Piciformes,LC,,2,false,false,false,false,44.5,Woodland,2,1,Carnivore,Invertivore,Insessorial,7460292.4,,"Historical lump of 2 species, treated as one taxon (Mesopicos goertae) in the 1970-1984 atlas: African Gray Woodpecker (Dendropicos goertae, 517 Kenyan eBird records 2009-2023); Mountain Gray Woodpecker (Dendropicos spodocephalus, 3755 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either. avibase_id is Avibase's own sensu lato concept for Mesopicos goertae, confirmed to include both members."
523,Brown-backed Woodpecker,Picoides obsoletus,,1410,avibase-9FF4EDB5,ebird_single,Brown-backed Woodpecker,Dendropicos obsoletus,10856,Dendropicos obsoletus,brbwoo1,Woodpeckers,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681030,1,false,false,false,false,21.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,5967593.22,,
524,African Broadbill,Smithornis capensis,,454,avibase-9EE216F9,ebird_single,African Broadbill,Smithornis capensis,12395,Smithornis capensis,afrbro1,African and Green Broadbills,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22698707,1,false,false,false,false,23.2,Forest,2,1,Carnivore,Invertivore,Insessorial,3751914,,
525,African Pitta,Pitta angolensis,,455,avibase-373286B2,ebird_single,African Pitta,Pitta angolensis,12487,Pitta angolensis,afrpit1,Pittas,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22698671,1,false,true,false,false,62.7,Forest,1,2,Carnivore,Invertivore,Terrestrial,1147347.7,,
526,Fawn-coloured Lark,Mirafra africanoides,,459,avibase-A990EB0B,ebird_single,Fawn-colored Lark,Calendulauda africanoides,21118,Calendulauda africanoides,faclar8,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/200369092,1,false,false,false,false,24,Grassland,2,1,Omnivore,Omnivore,Terrestrial,781225.54,,
527,Singing Bush Lark,Mirafra cantillans,,3534,avibase-5BFC242D,ebird_single,Singing Bush Lark,Mirafra javanica,21154,Mirafra javanica,sinbus6,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103765775,1,false,false,false,false,23,Grassland,3,1,Omnivore,Omnivore,Terrestrial,11569436.06,This species is prone to misidentification and its maps might be affected by error.,
528,Northern White-tailed Bush Lark,Mirafra albicauda,,3528,avibase-E32DAEE2,manual,Melodious/White-tailed Lark,Mirafra sp.,21152,Mirafra cheniana|Mirafra albicauda,latlar1|whtlar1,Larks,Passeriformes,LC,,2,false,false,false,false,22.2,Grassland,3,1,Omnivore,Omnivore,Terrestrial,516863.45,,"Not an atlas-era field lump: 1970-1984 surveyors knew only White-tailed Lark (Mirafra albicauda, 146 Kenyan eBird records 2009-2023) here. A disjunct resident population of Melodious Lark (Mirafra cheniana, 199 Kenyan eBird records 2009-2023) - previously known no closer than central Zimbabwe, ~2000 km south - was confirmed present in southern Kenya/northern Tanzania by mtDNA and song (Cohen et al. 2022, ""Disjunct resident population of Melodious Lark Mirafra cheniana discovered in East Africa,"" J. Ornithol. 164:55-71, doi:10.1007/s10336-022-02013-z). Melodious Lark's occurrence here was unknown until then, so old-atlas records for this concept may be either species. avibase_id points to Avibase's ""Mirafra sp."" genus spuh (avibase-E32DAEE2): neither species has its own combined-concept page, so this is the closest single link for the pair."
529,Flappet Lark,Mirafra rufocinnamomea,,468,avibase-C49FA9A8,ebird_single,Flappet Lark,Amirafra rufocinnamomea,21177,Amirafra rufocinnamomea,flalar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717068,1,false,false,false,false,26.3,Woodland,2,1,Carnivore,Invertivore,Terrestrial,9716191.66,,
530,Collared Lark,Mirafra collaris,,3536,avibase-D0EAD8A3,ebird_single,Collared Lark,Amirafra collaris,21176,Amirafra collaris,collar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717076,1,false,false,false,false,29.2,Grassland,2,1,Omnivore,Invertivore,Terrestrial,319160.76,This map might contains errors,
531,Rufous-naped Lark,Mirafra africana,,458,avibase-4E923B31,ebird_single,Rufous-naped Lark,Corypha africana,21220,Corypha africana,runlar1,Larks,Passeriformes,NE,,1,false,false,false,false,45,Grassland,3,2,Omnivore,Invertivore,Terrestrial,5074225.03,,
532,Red-winged Bush Lark,Mirafra hypermetra,,3546,avibase-5F213A7D,ebird_single,Red-winged Lark,Corypha hypermetra,21238,Corypha hypermetra,rewlar1,Larks,Passeriformes,NE,,1,false,false,false,false,61.4,Grassland,3,1,Omnivore,Invertivore,Terrestrial,451245.37,,
533,Pink-breasted Lark,Mirafra poecilosterna,,3520,avibase-99F447AD,ebird_single,Pink-breasted Lark,Calendulauda poecilosterna,21117,Calendulauda poecilosterna,piblar3,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717112,1,false,false,false,false,24.7,Grassland,2,1,Carnivore,Invertivore,Terrestrial,703693.95,,
534,Gillett's Lark,Mirafra gilletti,,3542,avibase-A3E077E6,ebird_single,Gillett's Lark,Calendulauda gilletti,21113,Calendulauda gilletti,gillar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22735646,1,false,false,false,false,22.4,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,590017.04,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
535,Williams' Bush Lark,Mirafra williamsi,,3558,avibase-4E61514C,ebird_single,Williams's Lark,Mirafra williamsi,21150,Mirafra williamsi,willar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717028,1,true,false,false,false,29.2,Desert,2,1,Omnivore,Omnivore,Terrestrial,30949.62,,
536,Friedmann's Bush Lark,Mirafra pulpa,,3552,avibase-F22CCF78,ebird_single,Friedmann's Lark,Mirafra pulpa,21151,Mirafra pulpa,frilar1,Larks,Passeriformes,DD,https://datazone.birdlife.org/species/factsheet/22717033,1,false,true,false,false,21.9,Grassland,3,3,Omnivore,Granivore,Terrestrial,42119.97,,
537,Spike-heeled Lark,Chersomanes albofasciata,0,#N/A,avibase-D3DAD4C2,ebird_single,Spike-heeled Lark,Chersomanes albofasciata,21009,Chersomanes albofasciata,sphlar12,Larks,Passeriformes,NE,,1,false,false,false,false,24.6,Grassland,3,1,Carnivore,Invertivore,Terrestrial,2153588.68,,"Turner, D.A. On the claimed occurrence of the Spike-heeled Lark Chersomanes albofasciata in Kenya. Scopus 9: 142, December 1985"
538,Masked Lark,Calandrella personata,,3568,avibase-419AEB97,ebird_single,Masked Lark,Spizocorys personata,21251,Spizocorys personata,maslar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717364,1,false,false,false,false,19.7,Grassland,3,1,Herbivore,Granivore,Terrestrial,73283.54,,
539,Short-toed Lark,Calandrella brachydactyla,,3486,avibase-4091A51E,ebird_single,Greater Short-toed Lark,Calandrella brachydactyla,21408,Calandrella brachydactyla,gstlar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103766207,1,false,false,false,false,21.1,Grassland,3,2,Omnivore,Omnivore,Terrestrial,9578341.98,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
540,Red-capped Lark,Calandrella cinerea,,488,avibase-FCDA4F09,ebird_single,Red-capped Lark,Calandrella cinerea,21417,Calandrella cinerea,reclar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103766143,1,false,false,false,false,23.7,Grassland,3,2,Omnivore,Granivore,Terrestrial,5733287.57,,
541,Rufous Short-toed Lark,Calandrella somalica,,3484,avibase-61CECCA7,ebird_single,Somali Short-toed Lark,Alaudala somalica,21445,Alaudala somalica,sstlar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717340,1,false,false,false,false,24.1,Desert,3,2,Omnivore,Omnivore,Terrestrial,203115.48,,
542,Short-tailed Lark,Galerida fremantlii,,3562,avibase-1AF3034A,ebird_single,Short-tailed Lark,Spizocorys fremantlii,21264,Spizocorys fremantlii,shtlar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717407,1,false,false,false,false,23.4,Grassland,3,2,Herbivore,Granivore,Terrestrial,566471.71,,
543,Crested Lark,Galerida cristata,,3506,avibase-21ADC3ED,ebird_single,Crested Lark,Galerida cristata,21320,Galerida cristata,crelar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717383,1,false,false,false,false,42.7,Grassland,3,1,Omnivore,Omnivore,Terrestrial,24389170.69,This map might contains errors,
544,Short-crested Lark,Galerida malabarica,,3510,avibase-5351025C,ebird_single,Thekla's Lark,Galerida theklae,21306,Galerida theklae,thelar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717387,1,false,false,false,false,38.2,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,2270448.11,,
545,Fischer's Sparrow-Lark,Eremopteryx leucopareia,,3500,avibase-97D7865F,ebird_single,Fischer's Sparrow-Lark,Eremopterix leucopareia,21083,Eremopterix leucopareia,fislar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717207,1,false,false,false,false,14.5,Grassland,3,2,Herbivore,Granivore,Terrestrial,859362.7,,
546,Chestnut-headed Sparrow-Lark,Eremopteryx signata,,3504,avibase-2F66131B,ebird_single,Chestnut-headed Sparrow-Lark,Eremopterix signatus,21084,Eremopterix signatus,chhspl1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717212,1,false,false,false,false,15.7,Grassland,2,2,Herbivore,Granivore,Terrestrial,970819.66,This species is prone to misidentification and its maps might be affected by error.,
547,Chestnut-backed Sparrow-Lark,Eremopteryx leucotis,,484,avibase-9164F314,ebird_single,Chestnut-backed Sparrow-Lark,Eremopterix leucotis,21092,Eremopterix leucotis,cbslar1,Larks,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22717192,1,false,false,false,false,16.4,Grassland,3,2,Herbivore,Granivore,Terrestrial,7621320.47,,
548,Banded Martin,Riparia cincta,,510,avibase-1AED683B,ebird_single,Banded Martin,Neophedina cincta,22614,Neophedina cincta,banmar1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712194,1,false,false,false,false,23.4,Grassland,3,2,Carnivore,Invertivore,Aerial,5525100.68,,
549,African Sand Martin,Riparia paludicola,,509,avibase-D2854489,ebird_single,Brown-throated Martin,Riparia paludicola,22636,Riparia paludicola,plamar1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103815402,1,false,false,false,false,13.5,Wetland,3,2,Carnivore,Invertivore,Aerial,7018694.27,,
550,Sand Martin,Riparia riparia,,508,avibase-94A1C447,ebird_single,Sand Martin,Riparia riparia,22622,Riparia riparia,banswa,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103815961,1,false,false,true,false,12.7,Riverine,3,3,Carnivore,Invertivore,Aerial,36583654.61,,
551,Blue Swallow,Hirundo atrocaerulea,,497,avibase-CB7FB32A,ebird_single,Blue Swallow,Hirundo atrocaerulea,22734,Hirundo atrocaerulea,bluswa1,Swallows,Passeriformes,EN,https://datazone.birdlife.org/species/factsheet/22712318,1,false,true,false,false,13.8,Grassland,3,3,Carnivore,Invertivore,Aerial,140763.6,,
552,Wire-tailed Swallow,Hirundo smithii,,496,avibase-B79D6B3D,ebird_single,Wire-tailed Swallow,Hirundo smithii,22753,Hirundo smithii,witswa1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712299,1,false,false,false,false,12.4,Shrubland,3,2,Carnivore,Invertivore,Aerial,15137552.43,,
553,Eurasian Swallow,Hirundo rustica,,493,avibase-58C502EA,ebird_single,Barn Swallow,Hirundo rustica,22758,Hirundo rustica,barswa,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712252,1,false,false,true,false,17.9,Human Modified,3,3,Carnivore,Invertivore,Aerial,51701054.06,,
554,Ethiopian Swallow,Hirundo aethiopica,,2886,avibase-42E93B64,ebird_single,Ethiopian Swallow,Hirundo aethiopica,22767,Hirundo aethiopica,ethswa1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712266,1,false,false,false,false,13.3,Grassland,3,1,Carnivore,Invertivore,Aerial,4764528.41,This map might contains errors,
555,Angola Swallow,Hirundo angolensis,,494,avibase-B418B155,ebird_single,Angola Swallow,Hirundo angolensis,22770,Hirundo angolensis,angswa1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712272,1,false,false,false,false,17.8,Grassland,3,1,Carnivore,Invertivore,Aerial,1666808.13,,
556,Red-rumped Swallow,Hirundo daurica,,962,avibase-1B08050E,ebird_group_exact,European/African Red-rumped Swallow,Cecropis sp.,22805,Cecropis rufula|Cecropis melanocrissus,rerswa8|rerswa12,Swallows,Passeriformes,NE,,2,false,false,false,false,22.2,Grassland,3,3,Carnivore,Invertivore,Aerial,18735899.27,,"Historical lump of 2 species, treated as one taxon (Hirundo daurica) in the 1970-1984 atlas: European Red-rumped Swallow (Cecropis rufula) and African Red-rumped Swallow (Cecropis melanocrissus). eBird's own ""European/African Red-rumped Swallow"" slash (y01284) resolves the concept exactly; the Eastern/Daurian group (Cecropis daurica) is excluded as a separate species not part of this historical concept."
557,Mosque Swallow,Hirundo senegalensis,,500,avibase-9185D29D,ebird_single,Mosque Swallow,Cecropis senegalensis,22801,Cecropis senegalensis,mosswa2,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712365,1,false,false,false,false,45.4,Grassland,3,1,Carnivore,Invertivore,Aerial,12912848.81,,
558,Rufous-chested Swallow,Hirundo semirufa,,501,avibase-958F4A5E,ebird_single,Red-breasted Swallow,Cecropis semirufa,22797,Cecropis semirufa,rucswa2,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712358,1,false,false,false,false,30.1,Grassland,3,1,Carnivore,Invertivore,Aerial,8911972.36,,
559,Striped Swallow,Hirundo abyssinica,,503,avibase-5ACC908D,ebird_single,Lesser Striped Swallow,Cecropis abyssinica,22790,Cecropis abyssinica,lessts1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712350,1,false,false,false,false,13.5,Grassland,3,1,Carnivore,Invertivore,Aerial,13676430.32,,
560,African Rock Martin,Hirundo fuligula,,506,avibase-21E0ADE5,ebird_single,Large Rock Martin,Ptyonoprogne fuligula,22713,Ptyonoprogne fuligula,rocmar5,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/104005679,1,false,false,false,false,21.1,Rock,3,2,Carnivore,Invertivore,Aerial,2657867.37,,
561,Grey-rumped Swallow,Hirundo griseopyga,,499,avibase-97E7A30B,ebird_single,Grey-rumped Swallow,Pseudhirundo griseopyga,22604,Pseudhirundo griseopyga,gyrswa1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712209,1,false,false,false,false,10.2,Grassland,3,2,Carnivore,Invertivore,Aerial,5583454.87,,
562,Mascarene Martin,Phedina borbonica,,908,avibase-6C7BEEC6,ebird_single,Mascarene Martin,Phedina borbonica,22608,Phedina borbonica,masmar1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712198,1,false,false,false,false,22.2,Forest,3,2,Carnivore,Invertivore,Aerial,595253.95,,
563,House Martin,Delichon urbica,,507,avibase-30FEC6BE,ebird_single,Western House Martin,Delichon urbicum,22778,Delichon urbicum,comhom1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/103811886,1,false,false,true,false,14.5,Human Modified,3,3,Carnivore,Invertivore,Aerial,16377219.72,,
564,Black Rough-wing,Psalidoprocne prisoptera,,511,avibase-4AC57370,ebird_single,Black Saw-wing,Psalidoprocne pristoptera,22588,Psalidoprocne pristoptera,blksaw1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712540,1,false,false,false,false,10.3,Forest,2,2,Carnivore,Invertivore,Aerial,8277210.72,,
565,White-headed Rough-wing,Psalidoprocne albiceps,,964,avibase-88AAE3D3,ebird_single,White-headed Saw-wing,Psalidoprocne albiceps,22585,Psalidoprocne albiceps,whhsaw1,Swallows,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22712515,1,false,false,false,false,11.1,Forest,2,3,Carnivore,Invertivore,Aerial,1147033.42,,
566,Drongo,Dicrurus adsimilis,,0,avibase-25C3A6D0,manual,Velvet-mantled/Fork-tailed Drongo,Dicrurus sp.,19325,Dicrurus modestus|Dicrurus adsimilis,vemdro6|fotdro5,Drongos,Passeriformes,LC,,2,false,false,false,false,40.3,Woodland,3,1,Carnivore,Invertivore,Insessorial,14611485.32,,"Historical lump of 2 species, treated as one taxon (Dicrurus adsimilis) in the 1970-1984 atlas: Velvet-mantled Drongo (Dicrurus modestus, 7 Kenyan eBird records 2009-2023); Fork-tailed Drongo (Dicrurus adsimilis, 21259 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either."
567,Square-tailed Drongo,Dicrurus ludwigii,,0,avibase-E83D45A6,ebird_group_exact,Sharpe's/Square-tailed Drongo,Dicrurus sp.,19296,Dicrurus sharpei|Dicrurus ludwigii,shadro2|cstdro1,Drongos,Passeriformes,LC,,2,false,false,false,false,29.4,Forest,2,1,Carnivore,Invertivore,Insessorial,4614861.96,,
568,Black-headed Oriole,Oriolus larvatus,,521,avibase-BE62734A,ebird_single,Black-headed Oriole,Oriolus larvatus,18780,Oriolus larvatus,abhori1,Old World Orioles,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22706421,1,false,false,false,false,66.1,Woodland,2,1,Omnivore,Omnivore,Insessorial,6081428.22,,
569,Western Black-headed Oriole,Oriolus brachyrhynchus,,2460,avibase-418C7CCB,ebird_single,Western Oriole,Oriolus brachyrynchus,18774,Oriolus brachyrynchus,wbhori1,Old World Orioles,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22706410,1,false,false,false,false,49,Forest,1,1,Omnivore,Invertivore,Insessorial,2640549.2,,
570,Montane Oriole,Oriolus percivali,,2466,avibase-95A2F6E7,ebird_single,Mountain Oriole,Oriolus percivali,18787,Oriolus percivali,bltori1,Old World Orioles,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22706427,1,false,false,false,false,61,Forest,1,1,Herbivore,Frugivore,Insessorial,164128.38,This species is prone to misidentification and its maps might be affected by error.,
571,Green-headed Oriole,Oriolus chlorocephalus,,909,avibase-4321596C,ebird_single,Green-headed Oriole,Oriolus chlorocephalus,18769,Oriolus chlorocephalus,grhori1,Old World Orioles,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22706400,1,false,false,false,false,49,Forest,1,2,Herbivore,Omnivore,Insessorial,61138.59,,
572,African Golden Oriole,Oriolus auratus,,520,avibase-D4866EAE,ebird_single,African Golden Oriole,Oriolus auratus,18788,Oriolus auratus,afgori2,Old World Orioles,Passeriformes,LC,https://datazone.birdlife.org/species/factsheet/22706389,1,false,true,false,false,66.2,Woodland,2,1,Omnivore,Omnivore,Insessorial,4622656.44,,
