SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
448,Eurasian Bee-eater,Merops apiaster,,404,avibase-66AA3934,ebird_single,European Bee-eater,Merops apiaster,9128,Merops apiaster,eubeat1,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22683756,1,false,false,true,false,56.6,Woodland,2,3,Carnivore,Invertivore,Insessorial,11028502.02,,
449,Blue-headed Bee-eater,Merops muelleri,,1574,avibase-72CAA64D,ebird_single,Blue-headed Bee-eater,Merops muelleri,9087,Merops muelleri,bhbeat2,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22736507,1,false,false,false,false,22.5,Forest,1,1,Carnivore,Invertivore,Insessorial,1597560.38,,
450,White-throated Bee-eater,Merops albicollis,,1034,avibase-03C4A0C9,ebird_single,White-throated Bee-eater,Merops albicollis,9106,Merops albicollis,wtbeat1,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22683714,1,false,true,false,false,25.9,Grassland,3,2,Carnivore,Invertivore,Insessorial,1564871.29,,
451,Somali Bee-eater,Merops revoilii,,1582,avibase-AFA39D5A,ebird_single,Somali Bee-eater,Merops revoilii,9082,Merops revoilii,sobeat1,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22683710,1,false,false,false,false,12.9,Shrubland,2,1,Carnivore,Invertivore,Insessorial,958341.75,,
452,Carmine Bee-eater,Merops nubicus,,1576,avibase-2125426A,ebird_single,Northern Carmine Bee-eater,Merops nubicus,9108,Merops nubicus,ncbeat1,Bee-eaters,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22683768,1,false,true,false,false,42.4,Grassland,2,2,Carnivore,Invertivore,Insessorial,6717055.8,,
453,Abyssinian Roller,Coracias abyssinica,,1530,avibase-E7C7EE3A,ebird_single,Abyssinian Roller,Coracias abyssinicus,9064,Coracias abyssinicus,abyrol2,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682865,1,false,false,false,false,102,Shrubland,2,1,Carnivore,Invertivore,Insessorial,7043827.44,,
454,Eurasian Roller,Coracias garrulus,,412,avibase-7451A628,ebird_single,European Roller,Coracias garrulus,9065,Coracias garrulus,eurrol1,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682860,1,false,false,true,false,146,Woodland,2,3,Carnivore,Invertivore,Insessorial,9539437.58,,
455,Lilac-breasted Roller,Coracias caudata,,413,avibase-9E9B6EF9,ebird_single,Lilac-breasted Roller,Coracias caudatus,9061,Coracias caudatus,librol2,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682874,1,false,false,false,false,110,Shrubland,2,2,Carnivore,Omnivore,Insessorial,8821260.61,,
456,Rufous-crowned Roller,Coracias naevia,,415,avibase-2624054E,ebird_single,Purple Roller,Coracias naevius,9053,Coracias naevius,rucrol2,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682892,1,false,false,false,false,168,Shrubland,2,1,Carnivore,Invertivore,Insessorial,9355490.24,,
457,Broad-billed Roller,Eurystomus glaucurus,,416,avibase-4F01F416,ebird_single,Broad-billed Roller,Eurystomus glaucurus,9033,Eurystomus glaucurus,brbrol1,Rollers,Coraciiformes,LC,https://datazone.birdlife.org/species/factsheet/22682912,1,false,true,false,false,110,Forest,2,1,Carnivore,Invertivore,Generalist,13880859.89,,
458,Hoopoe,Upupa epops,,1512,avibase-FA2F9125,ebird_single,Common Hoopoe,Upupa epops,8861,Upupa epops,hoopoe,Hoopoes,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682655,1,false,false,false,false,66.9,Grassland,3,3,Carnivore,Invertivore,Terrestrial,46881685.44,,
459,Green Wood Hoopoe,Phoeniculus purpureus,,0,avibase-A86DA27F,manual,Green/Black-billed Wood Hoopoe,Phoeniculus sp.,8889,Phoeniculus purpureus|Phoeniculus somaliensis,grewoo2|blbwoo2,Wood Hoopoes and Scimitarbills,Bucerotiformes,LC,,2,false,false,false,false,73.2,Woodland,2,1,Carnivore,Invertivore,Insessorial,12280558.03,,"Historical lump of 2 species, treated as one taxon (Phoeniculus purpureus) in the 1970-1984 atlas: Green Woodhoopoe (Phoeniculus purpureus, 4979 Kenyan eBird records 2009-2023); Black-billed Woodhoopoe (Phoeniculus somaliensis, 25 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either."
460,Violet Wood Hoopoe,Phoeniculus granti,,420,avibase-76FAC9A5,ebird_single,Violet Wood Hoopoe,Phoeniculus damarensis,8896,Phoeniculus damarensis,viowoo1,Wood Hoopoes and Scimitarbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682673,1,false,false,false,false,81.8,Shrubland,2,1,Carnivore,Invertivore,Insessorial,823036.02,This species is prone to misidentification and its maps might be affected by error.,CJ: this pattern is surely a factor of a change in the ability to ID these? OR are they being wrongly identified today?? 
461,White-headed Wood Hoopoe,Phoeniculus bollei,,1516,avibase-D1FFB474,ebird_single,White-headed Wood Hoopoe,Phoeniculus bollei,8903,Phoeniculus bollei,whhwoo1,Wood Hoopoes and Scimitarbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682684,1,false,false,false,false,54.6,Forest,1,1,Carnivore,Invertivore,Insessorial,1291286.11,,
462,Scimitarbill,Phoeniculus cyanomelas,,421,avibase-B0DD1318,ebird_single,Common Scimitarbill,Rhinopomastus cyanomelas,8882,Rhinopomastus cyanomelas,cosbil1,Wood Hoopoes and Scimitarbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682704,1,false,false,false,false,27.1,Grassland,2,1,Carnivore,Invertivore,Insessorial,6396418.32,,
463,Abyssinian Scimitarbill,Phoeniculus minor,,1526,avibase-46847C50,ebird_single,Abyssinian Scimitarbill,Rhinopomastus minor,8885,Rhinopomastus minor,absbil1,Wood Hoopoes and Scimitarbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682710,1,false,false,false,false,21.7,Woodland,3,1,Carnivore,Invertivore,Insessorial,2064431.67,,
464,Black-and-white-casqued Hornbill,Bycanistes subcylindricus,,1484,avibase-02428AC1,ebird_single,Black-and-white-casqued Hornbill,Bycanistes subcylindricus,8951,Bycanistes subcylindricus,bawhor2,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682577,1,false,false,false,false,1195.4,Forest,2,1,Herbivore,Frugivore,Insessorial,1147243.51,,
465,Silvery-cheeked Hornbill,Bycanistes brevis,,423,avibase-5350D0E8,ebird_single,Silvery-cheeked Hornbill,Bycanistes brevis,8950,Bycanistes brevis,sichor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682570,1,false,false,false,false,1232.8,Forest,1,1,Herbivore,Frugivore,Insessorial,834397.49,,
466,Trumpeter Hornbill,Bycanistes bucinator,,422,avibase-3A4D2B44,ebird_single,Trumpeter Hornbill,Bycanistes bucinator,8956,Bycanistes bucinator,truhor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682548,1,false,false,false,false,639.4,Forest,2,1,Herbivore,Frugivore,Insessorial,4073212.84,,
467,Ground Hornbill,Bucorvus cafer,,430,avibase-4192DE77,ebird_single,Southern Ground Hornbill,Bucorvus leadbeateri,8910,Bucorvus leadbeateri,soghor1,Hornbills,Bucerotiformes,VU,https://datazone.birdlife.org/species/factsheet/22682638,1,false,false,false,false,3743.6,Grassland,3,1,Carnivore,Omnivore,Terrestrial,4867849.88,,
468,Abyssinian Ground Hornbill,Bucorvus abyssinicus,,1510,avibase-948ED65C,ebird_single,Abyssinian Ground Hornbill,Bucorvus abyssinicus,8909,Bucorvus abyssinicus,noghor1,Hornbills,Bucerotiformes,VU,https://datazone.birdlife.org/species/factsheet/22682632,1,false,false,false,false,4000,Grassland,3,1,Carnivore,Omnivore,Terrestrial,4482170.58,,
469,Yellow-billed Hornbill,Tockus flavirostris,,1494,avibase-3BCD9CB0,ebird_single,Eastern Yellow-billed Hornbill,Tockus flavirostris,8925,Tockus flavirostris,eybhor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682379,1,false,false,false,false,216.7,Woodland,3,1,Carnivore,Invertivore,Terrestrial,1449740.43,There is likely an error of identification or taxnomy with the old atlas data,
470,Von Der Decken's Hornbill,Tockus deckeni,,1490,avibase-DE36D3BD,ebird_single,Von der Decken's Hornbill,Tockus deckeni,8930,Tockus deckeni,vddhor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682392,1,false,false,false,false,167.7,Grassland,3,1,Carnivore,Invertivore,Terrestrial,1628868.18,,
471,Jackson's Hornbill,Tockus jacksoni,,1500,avibase-427D7FD6,ebird_single,Jackson's Hornbill,Tockus jacksoni,8929,Tockus jacksoni,jachor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682388,1,false,false,false,false,167.7,Woodland,3,1,Carnivore,Invertivore,Terrestrial,112777.06,,
472,Red-billed Hornbill,Tockus erythrorhynchus,,4129,avibase-AF75AC32,ebird_single,Northern Red-billed Hornbill,Tockus erythrorhynchus,8936,Tockus erythrorhynchus,rebhor1,Hornbills,Bucerotiformes,NE,,1,false,false,false,false,138.6,Woodland,3,1,Carnivore,Invertivore,Terrestrial,9150146.92,,
473,Hemprich's Hornbill,Tockus hemprichii,,1498,avibase-6D72B23C,ebird_single,Hemprich's Hornbill,Lophoceros hemprichii,8917,Lophoceros hemprichii,hemhor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682409,1,false,false,false,false,297,Shrubland,2,1,Carnivore,Invertivore,Insessorial,546665.06,,
474,Crowned Hornbill,Tockus alboterminatus,,427,avibase-1FDA0172,ebird_single,Crowned Hornbill,Lophoceros alboterminatus,8913,Lophoceros alboterminatus,crohor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682396,1,false,false,false,false,223.7,Forest,1,1,Omnivore,Omnivore,Insessorial,3002290.12,,
475,Grey Hornbill,Tockus nasutus,,424,avibase-0CCD664D,ebird_single,African Grey Hornbill,Lophoceros nasutus,8918,Lophoceros nasutus,afghor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682413,1,false,false,false,false,179.6,Shrubland,2,1,Carnivore,Invertivore,Insessorial,9830291.23,,
476,Pale-billed Hornbill,Tockus pallidirostris,0,#N/A,avibase-235F0000,ebird_single,Pale-billed Hornbill,Lophoceros pallidirostris,8921,Lophoceros pallidirostris,pabhor1,Hornbills,Bucerotiformes,LC,https://datazone.birdlife.org/species/factsheet/22682417,1,false,false,false,false,233,Woodland,2,1,Carnivore,Invertivore,Insessorial,1957669.07,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
477,Double-toothed Barbet,Lybius bidentatus,,1422,avibase-439FE608,ebird_single,Double-toothed Barbet,Pogonornis bidentatus,9970,Pogonornis bidentatus,dotbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681861,1,false,false,false,false,79.3,Forest,1,1,Omnivore,Frugivore,Insessorial,2585581.98,,
478,Brown-breasted Barbet,Lybius melanopterus,,1050,avibase-724266B4,ebird_single,Brown-breasted Barbet,Pogonornis melanopterus,9966,Pogonornis melanopterus,brbbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681849,1,false,false,false,false,52.4,Forest,1,1,Omnivore,Omnivore,Insessorial,809569.53,,
479,White-headed Barbet,Lybius leucocephalus,,960,avibase-BCA0F974,ebird_single,White-headed Barbet,Lybius leucocephalus,9985,Lybius leucocephalus,whhbar1,African Barbets,Piciformes,NE,,1,false,false,false,false,62.8,Woodland,2,1,Omnivore,Frugivore,Insessorial,1924719.61,,
480,Black-collared Barbet,Lybius torquatus,,431,avibase-8C50CB2D,ebird_single,Black-collared Barbet,Lybius torquatus,9995,Lybius torquatus,blcbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681845,1,false,false,false,false,51.7,Grassland,2,1,Omnivore,Frugivore,Insessorial,4663900.43,,
481,Black-billed Barbet,Lybius guifsobalito,,1428,avibase-0D419595,ebird_single,Black-billed Barbet,Lybius guifsobalito,9994,Lybius guifsobalito,blbbar3,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681841,1,false,false,false,false,42.2,Woodland,2,1,Herbivore,Frugivore,Insessorial,1310708.12,,
482,Red-fronted Barbet,Tricholaema diadematus,,1462,avibase-3E3AFB25,ebird_single,Red-fronted Barbet,Tricholaema diademata,9949,Tricholaema diademata,refbar2,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681790,1,false,false,false,false,30.6,Forest,2,1,Herbivore,Frugivore,Insessorial,578757.82,,
483,Black-throated Barbet,Tricholaema melanocephala,,1472,avibase-F03BE6C3,ebird_single,Black-throated Barbet,Tricholaema melanocephala,9960,Tricholaema melanocephala,bltbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681808,1,false,false,false,false,20.5,Shrubland,2,1,Omnivore,Invertivore,Insessorial,1969018.58,,
484,Spotted-flanked Barbet,Tricholaema lacrymosus,,1470,avibase-F1CCA0AA,ebird_single,Spot-flanked Barbet,Tricholaema lacrymosa,9957,Tricholaema lacrymosa,spfbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681804,1,false,false,false,false,22.9,Forest,2,1,Herbivore,Frugivore,Insessorial,1269448.61,,
485,Hairy-breasted Barbet,Tricholaema hirsutus,,1468,avibase-915DABE2,ebird_single,Hairy-breasted Barbet,Tricholaema hirsuta,9944,Tricholaema hirsuta,habbar1,African Barbets,Piciformes,LC,https://datazone.birdlife.org/species/factsheet/22681786,1,false,false,false,false,55.2,Forest,1,1,Omnivore,Frugivore,Insessorial,3734843.08,,
486,White-eared Barbet,Stactolaema leucotis,,433,avibase-6C81D39B,ebird_single,White-eared Barbet,Stactolaema leucotis,9887,Stactolaema leucotis,whebar1,African Barbets,Piciformes,NE,,1,false,false,false,false,54.9,Forest,1,1,Omnivore,Frugivore,Insessorial,862758.91,,
