SEQ,common_name,scientific_name,merged_SEQ,ADU,avibaseID,flag,comment
837,Northern Puffback,Dryoscopus gambensis,,2386,avibase-7DE7F0ED,This species is prone to misidentification and its maps might be affected by error.,
838,Pringle's Puffback,Dryoscopus pringlii,,2388,avibase-706FEEB4,,
839,Pink-footed Puffback,Dryoscopus angolensis,,2384,avibase-201E1243,,
840,Brown-headed Tchagra,Tchagra australis,,714,avibase-4F9D43DE,,
841,Three-streaked Tchagra,Tchagra jamesi,,2496,avibase-FA7A6D02,,
842,Black-headed Tchagra,Tchagra senegala,,715,avibase-022798AB,,
843,Marsh Tchagra,Tchagra minuta,,14000,avibase-7DCA1C1E,,
844,Rosy-patched Shrike,Rhodophoneus cruentus,,2490,avibase-8B8AC14A,This map might contains errors,
845,Black-headed Gonolek,Laniarius barbarus,,2428,avibase-5E822C9C,,
846,Papyrus Gonolek,Laniarius mufumbiri,,2438,avibase-1E5D636D,,
847,Lühder's Bush Shrike,Laniarius luehderi,,2436,avibase-5AF20251,,
848,Red-naped Bush Shrike,Laniarius ruficeps,,2440,avibase-C59DFD44,,
849,Tropical Boubou,Laniarius ferrugineus,,0,0,,
850,Slate-coloured Boubou,Laniarius funebris,,2430,avibase-0868B50D,,
851,Grey-green Bush Shrike,Malaconotus bocagei,,2498,avibase-EF5EDE6D,,
852,Sulphur-breasted Bush-Shrike,Malaconotus sulfureopectus,,719,avibase-F3DCCA8F,,
853,Many-coloured Bush Shrike,Malaconotus multicolor,,720,avibase-5CE2F0DC,,
854,Grey-headed Bush Shrike,Malaconotus blanchoti,,723,avibase-641068BB,,
855,Four-coloured Bush Shrike,Malaconotus quadricolor,,721,avibase-ACDC8DEE,,
856,Doherty's Bush Shrike,Malaconotus dohertyi,,2500,avibase-0BC36521,This map might contains errors,
857,Red-backed Shrike,Lanius collurio,,708,avibase-F2CEFD1A,,
858,Red-tailed Shrike,Lanius isabellinus,,0,0,,
859,Nubian Shrike,Lanius nubicus,,2296,avibase-E90CC64A,,
860,Woodchat Shrike,Lanius senator,,976,avibase-7E70D490,,
861,Grey-backed Fiscal,Lanius excubitoroides,,2284,avibase-02B6A30C,This map might contains errors,
862,Long-tailed Fiscal,Lanius cabanisi,,2278,avibase-836EDA33,This species is prone to misidentification and its maps might be affected by error.,
863,Lesser Grey Shrike,Lanius minor,,706,avibase-8852337B,,
864,Common Fiscal,Lanius collaris,,7887,avibase-5792867A,,
865,Taita Fiscal,Lanius dorsalis,,2280,avibase-64772F0F,,
866,Somali Fiscal,Lanius somalicus,,2298,avibase-F7932185,,
867,Mackinnon's Shrike,Lanius mackinnoni,,2290,avibase-72387112,,
868,Yellow-billed Shrike,Corvinella corvina,,2274,avibase-E44FAD6F,,
869,Magpie Shrike,Corvinella melanoleucus,,724,avibase-56A7F384,,
870,Helmet Shrike,Prionops plumata,,727,avibase-3996ECD0,,
871,Grey-crested Helmet Shrike,Prionops poliolophus,,2478,avibase-1F2F7323,,
872,Retz's Helmet Shrike,Prionops retzii,,728,avibase-5B9EA71C,,
873,Chestnut-fronted Helmet Shrike,Prionops scopifrons,,729,avibase-E27EEDC5,,
874,White-crowned Shrike,Eurocephalus rueppelli,,2276,avibase-866D07A0,,
875,Stuhlmann's Starling,Poeoptera stuhlmanni,,2828,avibase-AEC1B69C,,
876,Kenrick's Starling,Poeoptera kenricki,,2824,avibase-295B9665,This species is prone to misidentification and its maps might be affected by error.,
877,Black-breasted Glossy Starling,Lamprotornis corruscus,,740,avibase-40781028,,
878,Bronze-tailed Glossy Starling,Lamprotornis chalcurus,,2786,avibase-AEEED5D0,,
879,Blue-eared Glossy Starling,Lamprotornis chalybaeus,,738,avibase-7DDB347E,,
880,Lesser Blue-eared Glossy Starling,Lamprotornis chloropterus,,7863,avibase-0AA15ACA,,
881,Rüppell's Long-tailed Glossy Starling,Lamprotornis purpuropterus,,2794,avibase-3BB2565D,,
882,Splendid Glossy Starling,Lamprotornis splendidus,,2798,avibase-18B10CF9,,
883,Purple Glossy Starling,Lamprotornis purpureus,,2792,avibase-6A0BA87A,,
884,Bristle-crowned Starling,Onychognathus salvadorii,,2814,avibase-E8DEABBD,,
885,Red-winged Starling,Onychognathus morio,,745,avibase-508D5CA2,,
886,Slender-billed Chestnut-winged Starling,Onychognathus tenuirostris,,2816,avibase-F2C7AA06,,
887,Waller's Chestnut-winged Starling,Onychognathus walleri,,2818,avibase-E11D6D66,,
888,Shelley's Starling,Spreo shelleyi,,2796,avibase-B24A13C7,This species is prone to misidentification and its maps might be affected by error.,
889,Hildebrandt's Starling,Spreo hildebrandti,,2788,avibase-621F6E07,,
890,Superb Starling,Spreo superbus,,2800,avibase-405CCAAE,,
891,Fischer's Starling,Spreo fischeri,,2836,avibase-4FF4CAF8,,
892,White-crowned Starling,Spreo albicapillus,,2834,avibase-A77D4A77,,
893,Golden-breasted Starling,Cosmopsarus regius,,2778,avibase-EE674721,,
894,Ashy Starling,Cosmopsarus unicolor,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
895,Magpie Starling,Speculipastor bicolor,,2832,avibase-D3390C6C,,
896,Violet-backed Starling,Cinnyricinclus leucogaster,,736,avibase-B1A3AF6C,,
897,Sharpe's Starling,Cinnyricinclus sharpii,,2822,avibase-D6F2837E,,
898,Abbott's Starling,Cinnyricinclus femoralis,,2820,avibase-1350773F,,
899,Wattled Starling,Creatophora cinerea,,735,avibase-9D95139B,,
900,Yellow-billed Oxpecker,Buphagus africanus,,747,avibase-5D970425,,
901,Red-billed Oxpecker,Buphagus erythrorhynchus,,748,avibase-7471E71D,,
902,Collared Sunbird,Anthreptes collaris,,771,avibase-1611F295,,
903,Pygmy Sunbird,Anthreptes platurus,,3576,avibase-B0E7740F,,
904,Green Sunbird,Anthreptes rectirostris,,3592,avibase-71EF2ACB,,
905,Plain-backed Sunbird,Anthreptes reichenowi,,769,avibase-67F06823,,
906,Eastern Violet-backed Sunbird,Anthreptes orientalis,,3588,avibase-2D0C83B2,This map might contains errors,
907,Violet-backed Sunbird,Anthreptes longuemarei,,770,avibase-857DCDD5,Not recorded in the old atlas. There is likely an error of identification or taxnomy with the old atlas data,Are there really no records from the old atlas?
908,Uluguru Violet-backed Sunbird,Anthreptes neglectus,,3586,avibase-56C6CBA8,,
909,Amani Sunbird,Anthreptes pallidigaster,,3574,avibase-0B4F3AA2,,
910,Variable Sunbird,Nectarinia venusta,,762,avibase-8E9E45B5,,
911,Orange-tufted Sunbird,Nectarinia bouvieri,,3626,avibase-693FC6FD,,
912,Shining Sunbird,Nectarinia habessinica,,3640,avibase-C6D0CB7E,,
913,Little Purple-banded Sunbird,Nectarinia bifasciata,,0,0,,
914,Violet-breasted Sunbird,Nectarinia pembae,,3628,avibase-9CDA630C,,
915,Superb Sunbird,Nectarinia superba,,3672,avibase-7C8BC7CF,This map might contains errors,
916,Mariqua Sunbird,Nectarinia mariquensis,,755,avibase-5AC9F737,,
917,Red-chested Sunbird,Nectarinia erythrocerca,,3638,avibase-4C428439,This map might contains errors,
918,Smaller Black-bellied Sunbird,Nectarinia nectarinioides,,3684,avibase-7C822074,,
919,Olive-bellied Sunbird,Nectarinia chloropygia,,1117,avibase-D2B15B3F,,
920,Beautiful Sunbird,Nectarinia pulchella,,3686,avibase-00D5E1C6,,
921,Northern Double-collared Sunbird,Nectarinia preussi,,3660,avibase-A6083057,,
922,Eastern Double-collared Sunbird,Nectarinia mediocris,,0,0,,
923,Copper Sunbird,Nectarinia cuprea,,754,avibase-1F21FFE9,,
924,Tacazze Sunbird,Nectarinia tacazze,,3674,avibase-FAFA576B,,
925,Bronze Sunbird,Nectarinia kilimensis,,752,avibase-D4F9B273,,
926,Golden-winged Sunbird,Nectarinia reichenowi,,1118,avibase-D33D2F6D,,
927,Malachite Sunbird,Nectarinia famosa,,751,avibase-26F27894,,
928,Scarlet-tufted Malachite Sunbird,Nectarinia johnstoni,,3646,avibase-D91BCC1B,,
929,Olive Sunbird,Nectarinia olivacea,,766,avibase-EE79A5EF,,
930,Scarlet-chested Sunbird,Nectarinia senegalensis,,774,avibase-0059A2E0,,
931,Hunter's Sunbird,Nectarinia hunteri,,3610,avibase-8F052626,This map might contains errors,
932,Amethyst Sunbird,Nectarinia amethystina,,772,avibase-B022292C,,
933,Green-throated Sunbird,Nectarinia rubescens,,1116,avibase-2E2DE0B6,,
934,Green-headed Sunbird,Nectarinia verticalis,,1068,avibase-6DE16262,,
935,Blue-throated Brown Sunbird,Nectarinia cyanolaema,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
936,Mouse-coloured Sunbird,Nectarinia veroxii,,765,avibase-C1CBA33A,,
937,Yellow White-eye,Zosterops senegalensis,,10874,avibase-EAC8528E,This species is prone to misidentification and its maps might be affected by error.,
938,Montane White-eye,Zosterops poliogastra,,0,0,This species is prone to misidentification and its maps might be affected by error.,
939,Abyssinian White-eye,Zosterops abyssinicus,,10878,avibase-F80D69C2,This species is prone to misidentification and its maps might be affected by error.,
940,Black-headed Weaver,Ploceus cucullatus,,797,avibase-E8AA9E1C,,
941,Vieillot's Black Weaver,Ploceus nigerrimus,,1152,avibase-20D915AD,,
942,Speke's Weaver,Ploceus spekei,,3934,avibase-4DC2B23C,,
943,Orange Weaver,Ploceus aurantius,,3888,avibase-2C42345F,,
944,Taveta Golden Weaver,Ploceus castaneiceps,,3902,avibase-2379E3EB,,
945,Golden Palm Weaver,Ploceus bojeri,,3898,avibase-F40197D6,,
946,Golden Weaver,Ploceus subaureus,,800,avibase-86BEAFA6,,
947,Holub's Golden Weaver,Ploceus xanthops,,801,avibase-2D86B0D2,,
948,Northern Brown-throated Weaver,Ploceus castanops,,3904,avibase-F9FB0226,,
949,Yellow-backed Weaver,Ploceus melanocephalus,,3922,avibase-19D053B3,This map might contains errors,
950,Golden-backed Weaver,Ploceus jacksoni,,3916,avibase-DF0759C0,,
951,Northern Masked Weaver,Ploceus taeniopterus,,3940,avibase-6A84BDB8,,
952,Jubaland Weaver,Ploceus dichrocephalus,,3906,avibase-2E4A97D9,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
953,Masked Weaver,Ploceus intermedius,,792,avibase-E069A0BB,,
954,Vitelline Masked Weaver,Ploceus velatus,,1153,avibase-FC6C191F,,
955,Heuglin's Masked Weaver,Ploceus heuglini,,3914,avibase-D8E67602,,
956,Chestnut Weaver,Ploceus rubiginosus,,796,avibase-01BFAE61,,
957,Little Weaver,Ploceus luteolus,,3918,avibase-1373D324,,
958,Slender-billed Weaver,Ploceus pelzelni,,1065,avibase-36C24C3D,,
959,Clarke's Weaver,Ploceus golandi,,3912,avibase-2A2CC7B3,,
960,Baglafecht Weaver,Ploceus baglafect,,476,avibase-BE1FE156,,
961,Compact Weaver,Ploceus superciliosus,,3830,avibase-0405CA69,,
962,Spectacled Weaver,Ploceus ocularis,,791,avibase-CA4839B2,,
963,Black-necked Weaver,Ploceus nigricollis,,1187,avibase-55997100,,
964,Black-billed Weaver,Ploceus melanogaster,,1151,avibase-B38CE692,,
965,Brown-capped Weaver,Ploceus insignis,,1150,avibase-C649EA57,This map might contains errors,
966,Yellow-mantled Weaver,Ploceus tricolor,,3944,avibase-BE85C81E,,
967,Dark-backed Weaver,Ploceus bicolor,,790,avibase-70312286,,
968,Red-headed Malimbe,Malimbus rubricollis,,3810,avibase-960B56F2,,
969,Red-headed Weaver,Anaplectes rubriceps,,793,avibase-4D19099B,,
970,Grosbeak Weaver,Amblyospiza albifrons,,804,avibase-C7708C70,,
971,Southern Red Bishop,Euplectes orix,,808,avibase-95F08BC3,,
972,Northern Red Bishop,Euplectes franciscanus,,3748,avibase-3D122849,,
973,Zanzibar Red Bishop,Euplectes nigroventris,,3754,A31AC10191D0EF2B,,
974,Black-winged Red Bishop,Euplectes hordeaceus,,809,avibase-7B414273,,
975,Black Bishop,Euplectes gierowii,,3750,avibase-CC7862AF,,
976,Yellow-crowned Bishop,Euplectes afer,,812,avibase-4A58452B,,
977,Fire-fronted Bishop,Euplectes diadematus,,3746,avibase-95A724BE,,
978,Yellow Bishop,Euplectes capensis,,810,avibase-97A73D9F,,
979,White-winged Widowbird,Euplectes albonotatus,,814,avibase-749E7B3C,,
980,Yellow-mantled Widowbird,Euplectes macrourus,,815,avibase-F5E0EA0D,,
981,Red-naped Widowbird,Euplectes ardens,,0,0,,
982,Long-tailed Widowbird,Euplectes progne,,818,avibase-3153FE22,,
983,Marsh Widowbird,Euplectes hartlaubi,,971,avibase-59E7ABE5,,
984,Fan-tailed Widowbird,Euplectes axillaris,,816,avibase-B08FF959,,
985,Jackson's Widowbird,Euplectes jacksoni,,3752,avibase-87071086,,
986,Red-billed Quelea,Quelea quelea,,805,avibase-2B6DE136,,
987,Red-headed Quelea,Quelea erythrops,,806,avibase-F8041931,There is likely an error of identification or taxnomy with the old atlas data,
988,Cardinal Quelea,Quelea cardinalis,,807,avibase-9387DC41,,
989,Parasitic Weaver,Anomalospiza imberbis,,854,avibase-C97A5C39,,
990,Grey-headed Sparrow,Passer griseus,,3852,0,,
991,Rufous Sparrow,Passer motitensis,,3844,avibase-991C0C54,,
992,House Sparrow,Passer domesticus,,784,avibase-240E3390,,
993,Somali Sparrow,Passer castanopterus,,3842,avibase-1D25E0DB,,
994,Chestnut Sparrow,Passer eminibey,,3846,avibase-D8F2F78B,,
995,Yellow-spotted Petronia,Petronia pyrgita,,3874,FCD72CEE4276E471,,
996,Speckle-fronted Weaver,Sporopipes frontalis,,3972,avibase-C90890A3,,
997,White-browed Sparrow-Weaver,Plocepasser mahali,,780,avibase-94C71DF6,,
998,Donaldson-Smith's Sparrow-Weaver,Plocepasser donaldsoni,,3876,avibase-5011E123,,
999,Chestnut-crowned Sparrow-Weaver,Plocepasser superciliosus,,3878,avibase-2C504059,,
1000,Grey-headed Social Weaver,Pseudonigrita arnaudi,,3952,avibase-573C3683,,
1001,Black-capped Social Weaver,Pseudonigrita cabanisi,,3954,avibase-65856D49,,
1002,White-billed Buffalo Weaver,Bubalornis albirostris,,3718,avibase-864D4A4F,,
1003,Red-billed Buffalo Weaver,Bubalornis niger,,779,avibase-9EB53638,,
1004,White-headed Buffalo Weaver,Dinemellia dinemelli,,3730,avibase-00B07B12,,
1005,Grey-headed Negrofinch,Nigrita canicapilla,,1141,avibase-B15F4C49,,
1006,Chestnut-breasted Negrofinch,Nigrita bicolor,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
1007,White-breasted Negrofinch,Nigrita fusconota,,3824,avibase-F3B46894,,
1008,Green-winged Pytilia,Pytilia melba,,830,avibase-01A3BE3C,,
1009,Orange-winged Pytilia,Pytilia afra,,829,avibase-6A1ED1C2,,
1010,Paradise Whydah,Vidua paradisaea,,852,avibase-ACF0F1A2,,
1011,Broad-tailed Paradise Whydah,Vidua obtusa,,853,avibase-C1A42CCA,,
1012,Brown Twinspot,Clytospiza monteiri,,3722,avibase-BD7558AD,,
1013,Peter's Twinspot,Hypargos niveoguttatus,,832,avibase-50490520,,
1014,Green-backed Twinspot,Mandingoa nitidula,,827,avibase-1A6B766A,,
1015,Red-headed Bluebill,Spermophaga ruficapilla,,1190,avibase-46A1FC77,,
1016,Abyssinian Crimson-wing,Cryptospiza salvadorii,,3726,avibase-98B15EE7,,
1017,Bar-breasted Firefinch,Lagonosticta rufopicta,,3768,avibase-43FE4788,,
1018,Red-billed Firefinch,Lagonosticta senegala,,837,avibase-B4A4E4BF,,
1019,Red-billed Firefinch Indigobird,Hypochera chalybeata,,851,avibase-BA01A793,,
1020,Jameson's Firefinch Indigobird,Hypochera purpurascens,,850,avibase-2AA13F1D,,
1021,Jameson's Firefinch,Lagonosticta rhodopareia,,835,avibase-871F32D9,,
1022,African Firefinch,Lagonosticta rubricata,,833,avibase-A6034D7F,This species is prone to misidentification and its maps might be affected by error.,
1023,Black-bellied Firefinch,Lagonosticta rara,,3778,avibase-27012CC9,,
1024,Red-cheeked Cordon-bleu,Uraeginthus bengalus,,3974,avibase-EAE77D96,,
1025,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,,3976,avibase-5CAE6778,,
1026,Cordon-bleu,Uraeginthus angolensis,0,#N/A,#N/A,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
1027,Purple Grenadier,Uraeginthus ianthinogaster,,3978,avibase-DE689967,,
1028,Straw-tailed Whydah,Vidua fischeri,,3990,avibase-424B857C,,
1029,Waxbill,Estrilda astrild,,843,avibase-61CB98C0,,
1030,Black-rumped Waxbill,Estrilda troglodytes,,3744,avibase-D30DC715,,
1031,Crimson-rumped Waxbill,Estrilda rhodopyga,,817,avibase-6DD8F10F,,
1032,Pin-tailed Whydah,Vidua macroura,,846,avibase-673E66F0,,
1033,Steel-blue Whydah,Vidua hypocherina,,3992,avibase-8D05A048,,
1034,Fawn-breasted Waxbill,Estrilda paludicola,,1090,avibase-1066028B,,
1035,Black-cheeked Waxbill,Estrilda erythronotus,,0,0,,
1036,Black-crowned Waxbill,Estrilda nonnula,,1129,avibase-2680F124,,
1037,Black-headed Waxbill,Estrilda atricapilla,,3740,avibase-C38DEB1A,,
1038,Yellow-bellied Waxbill,Estrilda melanotis,,826,avibase-B9BE800C,,
1039,Zebra Waxbill,Amandava subflava,,838,ECC40D44CF305866,,
1040,Quail-Finch,Ortygospiza atricollis,,844,avibase-8E5252EB,,
1041,Bronze Mannikin,Lonchura cucullata,,823,avibase-142E4CB7,,
1042,Black and White Mannikin,Lonchura bicolor,,824,avibase-E358EC8A,,
1043,Magpie Mannikin,Lonchura fringilloides,,822,avibase-64E386FE,There is likely an error of identification or taxnomy with the old atlas data,
1044,Silver-bill,Lonchura malabarica,,3784,avibase-FC6A9CD0,,
1045,Grey-headed Silver-bill,Lonchura griseicapilla,,3966,avibase-7D6F12FE,,
1046,Cut-throat Finch,Amadina fasciata,,821,avibase-CDDA63E0,,
1047,Cinnamon-breasted Rock Bunting,Emberiza tahapisi,,0,0,,
1048,House Bunting,Emberiza striolata,,4048,avibase-CDF4A106,,
1049,Ortolan Bunting,Emberiza hortulana,,4032,avibase-47210561,,
1050,Golden-breasted Bunting,Emberiza flaviventris,,874,avibase-D1C1A026,,
1051,Somali Golden-breasted Bunting,Emberiza poliopleura,,4038,avibase-72386016,,
1052,Brown-rumped Bunting,Emberiza forbesi,,4020,avibase-BB11EE7F,,
1053,Yellow-crowned Canary,Serinus canicollis,,4098,avibase-DCFFEEC1,,
1054,African Citril,Serinus citrinelloides,,0,0,,
1055,Papyrus Canary,Serinus koliensis,,4080,avibase-5E456730,,
1056,Yellow-fronted Canary,Serinus mozambicus,,859,avibase-169B483C,,
1057,White-bellied Canary,Serinus dorsostriatus,,4096,avibase-90C937E4,,
1058,Yellow-rumped Seed-eater,Serinus atrogularis,,4074,avibase-69EB514A,,
1059,Brimstone Canary,Serinus sulphuratus,,863,avibase-53A5E91F,,
1060,Grosbeak Canary,Serinus donaldsoni,,0,0,,
1061,Streaky-headed Seed-eater,Serinus elgonensis,,4088,avibase-115CB3F4,This map might contains errors,
1062,Stripe-breasted Seed-eater,Serinus reichardi,,834,avibase-E9A83FB4,,
1063,Thick-billed Seed-eater,Serinus burtoni,,1159,avibase-8E8B3DB9,,
1064,Streaky Seed-eater,Serinus striolatus,,778,avibase-580A93C2,,
1065,Oriole Finch,Linurgus olivaceus,,477,avibase-80B649D4,,
9001,Arctic Tern,Sterna paradisaea,,294,avibase-BDC5CF80,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9002,Black Crowned-Crane,Balearica pavonina,,1918,avibase-31413BFF,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9003,Blue-breasted Kingfisher,Halcyon malimbica,,1131,avibase-0D8BDD35,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9004,Cassin's Hawk-Eagle,Aquila africana,,2144,avibase-51FD3E3C,Not recorded in the old atlas,Not recorded in the old atlas
9005,Karamoja Apalis,Apalis karamojae,,3076,avibase-D029B521,Not recorded in the old atlas,Not recorded in the old atlas
9006,Lesser Bristlebill,Bleda notatus,,0,0,Not recorded in the old atlas,Not recorded in the old atlas
9007,Locustfinch,Paludipasser locustella,,845,avibase-EF6293B7,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9008,Mallard,Anas platyrhynchos,,1016,avibase-85625D75,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9009,Oriental Honey-buzzard,Pernis ptilorhynchus,,2140,avibase-1192205B,Not recorded in the old atlas. This species is prone to misidentification and its maps might be affected by error.,Not recorded in the old atlas
9010,Racket-tailed Roller,Coracias spatulatus,,414,avibase-BB456342,Not recorded in the old atlas,Not recorded in the old atlas
9011,River Prinia,Prinia fluviatilis,,3184,avibase-1CB41EB5,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9012,Rosy Starling,Pastor roseus,,9430,avibase-24208346,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9013,Rufous-tailed Weaver,Histurgops ruficauda,,3766,avibase-FD2FEFFD,Not recorded in the old atlas,Not recorded in the old atlas
9014,Sooty Shearwater,Ardenna grisea,,29,avibase-1725B07D,"Species not recorded during both the old and new atlas, but recorded in Kenya. Seabird species maps are unreliable because they are strongly depend on effort",Not recorded in the old atlas
9015,South African Swallow,Petrochelidon spilodera,,504,avibase-7D1AE743,Not recorded in the old atlas,Not recorded in the old atlas
9016,Variable Indigobird,Vidua funerea,,849,avibase-49EF9657,Not recorded in the old atlas,Not recorded in the old atlas
9017,Weyns's Weaver,Ploceus weynsi,,3946,avibase-341298B9,Not recorded in the old atlas,Not recorded in the old atlas
9018,White-capped Albatross,Thalassarche cauta,,4150,avibase-87797B47,"Species not recorded during both the old and new atlas, but recorded in Kenya. Seabird species maps are unreliable because they are strongly depend on effort",Not recorded in the old atlas
9019,Arnot's Chat,Myrmecocichla arnotti,,0,0,Not recorded in the old atlas,Not recorded in the old atlas
9020,Ethiopian Bee-eater,Merops lafresnayii,,0,0,Not recorded in the old atlas,Not recorded in the old atlas
9021,Ethiopian Boubou,Laniarius aethiopicus,,14193,avibase-EBC3B53B,Not recorded in the old atlas,Not recorded in the old atlas
9022,Vinaceous Dove,Streptopelia vinacea,,0,0,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
9023,Shoebill,Balaeniceps rex,,1030,avibase-47C7FDFD,"Species not recorded during both the old and new atlas, but recorded in Kenya.",Not recorded in the old atlas
,Taita Thrush,Turdus (olivaceus) helleri,0,2732,avibase-FC085C6D,Not recorded in the old atlas,Not recorded in the old atlas
