Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
31038,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea sumichrasti,Cinnamon-tailed Sparrow,Cinnamon-tailed Sparrow,citspa1,avibase-97AF502B,NT,https://datazone.birdlife.org/species/factsheet/22721232
31039,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea ruficauda,Stripe-headed Sparrow,Stripe-headed Sparrow,sthspa1,avibase-B0C2CA36,LC,https://datazone.birdlife.org/species/factsheet/22721224
31044,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea humeralis,Black-chested Sparrow,Black-chested Sparrow,blcspa1,avibase-97A80683,LC,https://datazone.birdlife.org/species/factsheet/22721216
31045,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea mystacalis,Bridled Sparrow,Bridled Sparrow,brispa1,avibase-08253F98,LC,https://datazone.birdlife.org/species/factsheet/22721208
31046,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea botterii,Botteri's Sparrow,Botteri's Sparrow,botspa,avibase-F4C9CD76,LC,https://datazone.birdlife.org/species/factsheet/22721264
31055,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea cassinii,Cassin's Sparrow,Cassin's Sparrow,casspa,avibase-B58AFD6E,LC,https://datazone.birdlife.org/species/factsheet/22721272
31056,species,Passeriformes,Passerellidae,New World Sparrows,Peucaea aestivalis,Bachman's Sparrow,Bachman's Sparrow,bacspa,avibase-DAD22BB6,NT,https://datazone.birdlife.org/species/factsheet/22721256
31061,species,Passeriformes,Passerellidae,New World Sparrows,Arremon costaricensis,Costa Rican Brushfinch,Costa Rican Brushfinch,sthbrf3,avibase-F17D47AB,LC,https://datazone.birdlife.org/species/factsheet/22724923
31062,species,Passeriformes,Passerellidae,New World Sparrows,Arremon basilicus,Sierra Nevada Brushfinch,Sierra Nevada Brushfinch,sthbrf4,avibase-61060774,NT,https://datazone.birdlife.org/species/factsheet/22724893
31063,species,Passeriformes,Passerellidae,New World Sparrows,Arremon perijanus,Perija Brushfinch,Perija Brushfinch,sthbrf5,avibase-41B3966D,LC,https://datazone.birdlife.org/species/factsheet/22724899
31064,species,Passeriformes,Passerellidae,New World Sparrows,Arremon atricapillus,Black-headed Brushfinch,Black-headed Brushfinch,sthbrf1,avibase-3772DEC8,LC,https://datazone.birdlife.org/species/factsheet/22724887
31067,species,Passeriformes,Passerellidae,New World Sparrows,Arremon phaeopleurus,Caracas Brushfinch,Caracas Brushfinch,sthbrf6,avibase-F6DD4273,LC,https://datazone.birdlife.org/species/factsheet/22724911
31068,species,Passeriformes,Passerellidae,New World Sparrows,Arremon phygas,Paria Brushfinch,Paria Brushfinch,sthbrf7,avibase-FB16BA4E,VU,https://datazone.birdlife.org/species/factsheet/22724917
31069,species,Passeriformes,Passerellidae,New World Sparrows,Arremon assimilis,Grey-browed Brushfinch,Gray-browed Brushfinch,sthbrf8,avibase-296CB63F,LC,https://datazone.birdlife.org/species/factsheet/22724905
31074,species,Passeriformes,Passerellidae,New World Sparrows,Arremon torquatus,White-browed Brushfinch,White-browed Brushfinch,sthbrf2,avibase-C6494962,LC,https://datazone.birdlife.org/species/factsheet/103769530
31078,species,Passeriformes,Passerellidae,New World Sparrows,Arremon aurantiirostris,Orange-billed Sparrow,Orange-billed Sparrow,orbspa1,avibase-DDB56D82,LC,https://datazone.birdlife.org/species/factsheet/22721367
31087,species,Passeriformes,Passerellidae,New World Sparrows,Arremon abeillei,Black-capped Sparrow,Black-capped Sparrow,bkcspa1,avibase-589AC53A,LC,https://datazone.birdlife.org/species/factsheet/103771714
31088,species,Passeriformes,Passerellidae,New World Sparrows,Arremon nigriceps,Maranon Sparrow,Marañon Sparrow,bkcspa2,avibase-32C316F9,NT,https://datazone.birdlife.org/species/factsheet/103771846
31089,species,Passeriformes,Passerellidae,New World Sparrows,Arremon schlegeli,Golden-winged Sparrow,Golden-winged Sparrow,gowspa1,avibase-A149DC0A,LC,https://datazone.birdlife.org/species/factsheet/22721372
31093,species,Passeriformes,Passerellidae,New World Sparrows,Arremon taciturnus,Pectoral Sparrow,Pectoral Sparrow,pecspa3,avibase-A5A38A04,LC,https://datazone.birdlife.org/species/factsheet/103771491
31096,species,Passeriformes,Passerellidae,New World Sparrows,Arremon axillaris,Yellow-mandibled Sparrow,Yellow-mandibled Sparrow,pecspa2,avibase-94135968,LC,https://datazone.birdlife.org/species/factsheet/103771596
31097,species,Passeriformes,Passerellidae,New World Sparrows,Arremon franciscanus,Sao Francisco Sparrow,Sao Francisco Sparrow,safspa1,avibase-16D083E9,NT,https://datazone.birdlife.org/species/factsheet/22728418
31098,species,Passeriformes,Passerellidae,New World Sparrows,Arremon semitorquatus,Half-collared Sparrow,Half-collared Sparrow,hacspa1,avibase-401DC20C,LC,https://datazone.birdlife.org/species/factsheet/22729332
31099,species,Passeriformes,Passerellidae,New World Sparrows,Arremon dorbignii,Moss-backed Sparrow,Moss-backed Sparrow,sabspa4,avibase-F609C135,LC,https://datazone.birdlife.org/species/factsheet/155185351
31100,species,Passeriformes,Passerellidae,New World Sparrows,Arremon flavirostris,Saffron-billed Sparrow,Saffron-billed Sparrow,sabspa1,avibase-98FDE7F4,LC,https://datazone.birdlife.org/species/factsheet/155185342
31103,species,Passeriformes,Passerellidae,New World Sparrows,Arremon virenticeps,Green-striped Brushfinch,Green-striped Brushfinch,gsbfin1,avibase-86466110,LC,https://datazone.birdlife.org/species/factsheet/22721533
31104,species,Passeriformes,Passerellidae,New World Sparrows,Arremon brunneinucha,Chestnut-capped Brushfinch,Chestnut-capped Brushfinch,ccbfin,avibase-5A24AF5E,LC,https://datazone.birdlife.org/species/factsheet/22721519
31114,species,Passeriformes,Passerellidae,New World Sparrows,Arremon crassirostris,Sooty-faced Finch,Sooty-faced Finch,soffin1,avibase-214F5851,LC,https://datazone.birdlife.org/species/factsheet/22721566
31115,species,Passeriformes,Passerellidae,New World Sparrows,Arremon castaneiceps,Olive Finch,Olive Finch,olifin1,avibase-095A3BA2,NT,https://datazone.birdlife.org/species/factsheet/22721572
31117,species,Passeriformes,Passerellidae,New World Sparrows,Spizelloides arborea,American Tree Sparrow,American Tree Sparrow,amtspa,avibase-2A86F9C9,LC,https://datazone.birdlife.org/species/factsheet/22721159
31121,species,Passeriformes,Passerellidae,New World Sparrows,Passerella iliaca,Fox Sparrow,Fox Sparrow,foxspa,avibase-3A7B1F59,NE,
31138,species,Passeriformes,Passerellidae,New World Sparrows,Junco hyemalis,Dark-eyed Junco,Dark-eyed Junco,daejun,avibase-05FF3C9B,LC,https://datazone.birdlife.org/species/factsheet/22721097
31154,species,Passeriformes,Passerellidae,New World Sparrows,Junco insularis,Guadalupe Junco,Guadalupe Junco,daejun2,avibase-31EB349A,VU,https://datazone.birdlife.org/species/factsheet/22721102
31155,species,Passeriformes,Passerellidae,New World Sparrows,Junco phaeonotus,Yellow-eyed Junco,Yellow-eyed Junco,yeejun,avibase-D552A818,LC,https://datazone.birdlife.org/species/factsheet/103778667
31160,species,Passeriformes,Passerellidae,New World Sparrows,Junco bairdi,Baird's Junco,Baird's Junco,yeejun2,avibase-ED47BE9D,NT,https://datazone.birdlife.org/species/factsheet/103777087
31161,species,Passeriformes,Passerellidae,New World Sparrows,Junco vulcani,Volcano Junco,Volcano Junco,voljun1,avibase-22A64474,LC,https://datazone.birdlife.org/species/factsheet/22721094
31163,species,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia capensis,Rufous-collared Sparrow,Rufous-collared Sparrow,rucspa1,avibase-A7280FF0,LC,https://datazone.birdlife.org/species/factsheet/22721079
31192,species,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia albicollis,White-throated Sparrow,White-throated Sparrow,whtspa,avibase-39BD9FF2,LC,https://datazone.birdlife.org/species/factsheet/22721085
31193,species,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia querula,Harris's Sparrow,Harris's Sparrow,harspa,avibase-DDAF0666,NT,https://datazone.birdlife.org/species/factsheet/22721082
31194,species,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia atricapilla,Golden-crowned Sparrow,Golden-crowned Sparrow,gocspa,avibase-BD61BDEC,LC,https://datazone.birdlife.org/species/factsheet/22721091
31195,species,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia leucophrys,White-crowned Sparrow,White-crowned Sparrow,whcspa,avibase-8601A467,LC,https://datazone.birdlife.org/species/factsheet/22721088
31202,species,Passeriformes,Passerellidae,New World Sparrows,Pooecetes gramineus,Vesper Sparrow,Vesper Sparrow,vesspa,avibase-3647E146,LC,https://datazone.birdlife.org/species/factsheet/22721188
31207,species,Passeriformes,Passerellidae,New World Sparrows,Artemisiospiza nevadensis,Sagebrush Sparrow,Sagebrush Sparrow,sagspa1,avibase-55572EBE,LC,https://datazone.birdlife.org/species/factsheet/103780166
31208,species,Passeriformes,Passerellidae,New World Sparrows,Artemisiospiza belli,Bell's Sparrow,Bell's Sparrow,belspa2,avibase-87878948,LC,https://datazone.birdlife.org/species/factsheet/103780113
31213,species,Passeriformes,Passerellidae,New World Sparrows,Oriturus superciliosus,Striped Sparrow,Striped Sparrow,strspa1,avibase-A0B9829C,LC,https://datazone.birdlife.org/species/factsheet/22721301
31217,species,Passeriformes,Passerellidae,New World Sparrows,Ammospiza leconteii,LeConte's Sparrow,LeConte's Sparrow,lecspa,avibase-B656B15D,LC,https://datazone.birdlife.org/species/factsheet/22721135
31218,species,Passeriformes,Passerellidae,New World Sparrows,Ammospiza maritima,Seaside Sparrow,Seaside Sparrow,seaspa,avibase-0F81304F,LC,https://datazone.birdlife.org/species/factsheet/22721123
31226,species,Passeriformes,Passerellidae,New World Sparrows,Ammospiza nelsoni,Nelson's Sparrow,Nelson's Sparrow,nstspa,avibase-727D994F,LC,https://datazone.birdlife.org/species/factsheet/22728393
31230,species,Passeriformes,Passerellidae,New World Sparrows,Ammospiza caudacuta,Saltmarsh Sparrow,Saltmarsh Sparrow,sstspa,avibase-79C9C8C4,EN,https://datazone.birdlife.org/species/factsheet/22721129
31234,species,Passeriformes,Passerellidae,New World Sparrows,Passerculus sandwichensis,Savannah Sparrow,Savannah Sparrow,savspa,avibase-31CE00C7,NE,
31253,species,Passeriformes,Passerellidae,New World Sparrows,Centronyx bairdii,Baird's Sparrow,Baird's Sparrow,baispa,avibase-67EFC061,LC,https://datazone.birdlife.org/species/factsheet/22721141
31254,species,Passeriformes,Passerellidae,New World Sparrows,Centronyx henslowii,Henslow's Sparrow,Henslow's Sparrow,henspa,avibase-CDA2F827,LC,https://datazone.birdlife.org/species/factsheet/22721138
31258,species,Passeriformes,Passerellidae,New World Sparrows,Xenospiza baileyi,Sierra Madre Sparrow,Sierra Madre Sparrow,simspa1,avibase-BCDBE331,EN,https://datazone.birdlife.org/species/factsheet/22721153
31260,species,Passeriformes,Passerellidae,New World Sparrows,Melospiza melodia,Song Sparrow,Song Sparrow,sonspa,avibase-A5F09E05,LC,https://datazone.birdlife.org/species/factsheet/22721058
31285,species,Passeriformes,Passerellidae,New World Sparrows,Melospiza georgiana,Swamp Sparrow,Swamp Sparrow,swaspa,avibase-4E192262,LC,https://datazone.birdlife.org/species/factsheet/22721070
31289,species,Passeriformes,Passerellidae,New World Sparrows,Melospiza lincolnii,Lincoln's Sparrow,Lincoln's Sparrow,linspa,avibase-AF49F890,LC,https://datazone.birdlife.org/species/factsheet/22721064
31294,species,Passeriformes,Passerellidae,New World Sparrows,Aimophila rufescens,Rusty Sparrow,Rusty Sparrow,russpa1,avibase-B1BE75EB,LC,https://datazone.birdlife.org/species/factsheet/22721294
31302,species,Passeriformes,Passerellidae,New World Sparrows,Aimophila ruficeps,Rufous-crowned Sparrow,Rufous-crowned Sparrow,rucspa,avibase-7784B060,LC,https://datazone.birdlife.org/species/factsheet/22721288
31320,species,Passeriformes,Passerellidae,New World Sparrows,Aimophila notosticta,Oaxaca Sparrow,Oaxaca Sparrow,oaxspa1,avibase-D787A400,LC,https://datazone.birdlife.org/species/factsheet/22721291
31322,species,Passeriformes,Passerellidae,New World Sparrows,Melozone kieneri,Rusty-crowned Ground Sparrow,Rusty-crowned Ground-Sparrow,rcgspa1,avibase-876C97F1,LC,https://datazone.birdlife.org/species/factsheet/22721347
31326,species,Passeriformes,Passerellidae,New World Sparrows,Melozone fusca,Canyon Towhee,Canyon Towhee,cantow,avibase-FE69A9C4,LC,https://datazone.birdlife.org/species/factsheet/22721331
31337,species,Passeriformes,Passerellidae,New World Sparrows,Melozone albicollis,White-throated Towhee,White-throated Towhee,whttow1,avibase-55F64B73,LC,https://datazone.birdlife.org/species/factsheet/22721339
31340,species,Passeriformes,Passerellidae,New World Sparrows,Melozone aberti,Abert's Towhee,Abert's Towhee,abetow,avibase-2C9B6D93,LC,https://datazone.birdlife.org/species/factsheet/22721315
31343,species,Passeriformes,Passerellidae,New World Sparrows,Melozone crissalis,California Towhee,California Towhee,caltow,avibase-B745D852,LC,https://datazone.birdlife.org/species/factsheet/22721323
31349,species,Passeriformes,Passerellidae,New World Sparrows,Melozone leucotis,White-eared Ground Sparrow,White-eared Ground-Sparrow,whegrs2,avibase-10596E74,LC,https://datazone.birdlife.org/species/factsheet/103776706
31352,species,Passeriformes,Passerellidae,New World Sparrows,Melozone occipitalis,Grey-crowned Ground Sparrow,Gray-crowned Ground-Sparrow,whegrs1,avibase-A93FF062,LC,https://datazone.birdlife.org/species/factsheet/103776727
31353,species,Passeriformes,Passerellidae,New World Sparrows,Melozone biarcuata,Prevost's Ground Sparrow,White-faced Ground-Sparrow,pregrs1,avibase-36359AD1,LC,https://datazone.birdlife.org/species/factsheet/103776515
31354,species,Passeriformes,Passerellidae,New World Sparrows,Melozone cabanisi,Cabanis's Ground Sparrow,Cabanis's Ground-Sparrow,pregrs2,avibase-2B98D285,NT,https://datazone.birdlife.org/species/factsheet/103776650
31356,species,Passeriformes,Passerellidae,New World Sparrows,Pezopetes capitalis,Large-footed Finch,Large-footed Finch,laffin1,avibase-EF23B33C,LC,https://datazone.birdlife.org/species/factsheet/22721557
31358,species,Passeriformes,Passerellidae,New World Sparrows,Torreornis inexpectata,Zapata Sparrow,Zapata Sparrow,zapspa1,avibase-CFFCE908,NT,https://datazone.birdlife.org/species/factsheet/22721297
31363,species,Passeriformes,Passerellidae,New World Sparrows,Pipilo chlorurus,Green-tailed Towhee,Green-tailed Towhee,gnttow,avibase-45D829B3,LC,https://datazone.birdlife.org/species/factsheet/22721304
31364,species,Passeriformes,Passerellidae,New World Sparrows,Pipilo maculatus,Spotted Towhee,Spotted Towhee,spotow,avibase-58E25701,NE,
31386,species,Passeriformes,Passerellidae,New World Sparrows,Pipilo erythrophthalmus,Eastern Towhee,Eastern Towhee,eastow,avibase-6090278A,LC,https://datazone.birdlife.org/species/factsheet/22721310
31391,species,Passeriformes,Passerellidae,New World Sparrows,Pipilo naufragus,Bermuda Towhee,Bermuda Towhee,bertow1,avibase-52A41B18,EX,https://datazone.birdlife.org/species/factsheet/103772527
31392,species,Passeriformes,Passerellidae,New World Sparrows,Pipilo ocai,Collared Towhee,Collared Towhee,coltow1,avibase-3900E731,LC,https://datazone.birdlife.org/species/factsheet/22721307
31399,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes pileatus,Rufous-capped Brushfinch,Rufous-capped Brushfinch,rcbfin1,avibase-FB47A4AE,LC,https://datazone.birdlife.org/species/factsheet/22721429
31402,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes albinucha,White-naped Brushfinch,White-naped Brushfinch,wnbfin1,avibase-BED7D8CC,LC,https://datazone.birdlife.org/species/factsheet/22734026
31410,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes tibialis,Yellow-thighed Brushfinch,Yellow-thighed Brushfinch,yetfin1,avibase-4CB9ABDC,LC,https://datazone.birdlife.org/species/factsheet/22721560
31411,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes luteoviridis,Yellow-green Brushfinch,Yellow-green Brushfinch,yegfin1,avibase-BCFC9B1D,VU,https://datazone.birdlife.org/species/factsheet/22721563
31412,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes albofrenatus,Moustached Brushfinch,Moustached Brushfinch,mobfin1,avibase-3D4BB93D,NE,
31415,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes personatus,Tepui Brushfinch,Tepui Brushfinch,tebfin1,avibase-2AFDFA77,LC,https://datazone.birdlife.org/species/factsheet/22721504
31422,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes melanocephalus,Santa Marta Brushfinch,Santa Marta Brushfinch,smbfin1,avibase-71DAB8C3,LC,https://datazone.birdlife.org/species/factsheet/22721434
31423,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes semirufus,Ochre-breasted Brushfinch,Ochre-breasted Brushfinch,obbfin1,avibase-22518A82,LC,https://datazone.birdlife.org/species/factsheet/22721499
31430,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes flaviceps,Yellow-headed Brushfinch,Yellow-headed Brushfinch,yehbrf1,avibase-19C9112F,NT,https://datazone.birdlife.org/species/factsheet/22721439
31431,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,Dusky-headed Brushfinch,dhbfin1,avibase-313A1403,NT,https://datazone.birdlife.org/species/factsheet/22721445
31432,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes leucopis,White-rimmed Brushfinch,White-rimmed Brushfinch,wrbfin1,avibase-1DCF89A9,LC,https://datazone.birdlife.org/species/factsheet/22721424
31433,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes albiceps,White-headed Brushfinch,White-headed Brushfinch,whbfin1,avibase-DC3A82AB,LC,https://datazone.birdlife.org/species/factsheet/22721482
31434,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes rufigenis,Rufous-eared Brushfinch,Rufous-eared Brushfinch,rebfin1,avibase-B36F4464,LC,https://datazone.birdlife.org/species/factsheet/22721492
31435,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes crassus,Choco Brushfinch,Choco Brushfinch,tribrf1,avibase-14D41E23,LC,https://datazone.birdlife.org/species/factsheet/103774244
31436,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes tricolor,Tricolored Brushfinch,Golden-crowned Brushfinch,tribrf2,avibase-7FE52D63,LC,https://datazone.birdlife.org/species/factsheet/103774148
31437,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes schistaceus,Slaty Brushfinch,Northern Slaty Brushfinch,slabru1,avibase-7A6A8753,LC,https://datazone.birdlife.org/species/factsheet/103774619
31442,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes taczanowskii,Taczanowski's Brushfinch,Peruvian Slaty Brushfinch,slabru2,avibase-B0DF25DD,LC,https://datazone.birdlife.org/species/factsheet/103774724
31443,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes pallidinucha,Pale-naped Brushfinch,Pale-naped Brushfinch,pnbfin1,avibase-B4E51F83,LC,https://datazone.birdlife.org/species/factsheet/22721414
31446,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes blancae,Antioquia Brushfinch,Antioquia Brushfinch,antbrf1,avibase-EFE3658B,CR,https://datazone.birdlife.org/species/factsheet/22735460
31447,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes latinuchus,Yellow-breasted Brushfinch,Yellow-breasted Brushfinch,yebbru2,avibase-9FE395E9,LC,https://datazone.birdlife.org/species/factsheet/103774301
31456,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes nigrifrons,Black-fronted Brushfinch,Black-fronted Brushfinch,yebbru1,avibase-FB4C2D40,LC,https://datazone.birdlife.org/species/factsheet/103774363
31457,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes leucopterus,White-winged Brushfinch,White-winged Brushfinch,wwbfin1,avibase-B46A722B,NE,
31461,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes pallidiceps,Pale-headed Brushfinch,Pale-headed Brushfinch,phbfin1,avibase-E350CC20,EN,https://datazone.birdlife.org/species/factsheet/22721487
31462,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes seebohmi,Bay-crowned Brushfinch,Bay-crowned Brushfinch,bcbfin1,avibase-2E52D2F3,LC,https://datazone.birdlife.org/species/factsheet/22721465
31465,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes nationi,Rusty-bellied Brushfinch,Rusty-bellied Brushfinch,rbbfin1,avibase-B6DD68BC,LC,https://datazone.birdlife.org/species/factsheet/22721470
31468,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes forbesi,Apurimac Brushfinch,Apurimac Brushfinch,apubrf1,avibase-13357BFE,LC,https://datazone.birdlife.org/species/factsheet/22728563
31469,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes melanopsis,Black-spectacled Brushfinch,Black-spectacled Brushfinch,bksbrf1,avibase-43F4F789,NT,https://datazone.birdlife.org/species/factsheet/22724596
31470,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes terborghi,Vilcabamba Brushfinch,Vilcabamba Brushfinch,vilbrf1,avibase-B8F9BCA6,NT,https://datazone.birdlife.org/species/factsheet/22728571
31471,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes canigenis,Cuzco Brushfinch,Cuzco Brushfinch,cuzbrf1,avibase-9169054E,LC,https://datazone.birdlife.org/species/factsheet/22728576
31472,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes melanolaemus,Grey-eared Brushfinch,Black-faced Brushfinch,bkfbrf1,avibase-F0263CAC,LC,https://datazone.birdlife.org/species/factsheet/22733786
31473,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes rufinucha,Bolivian Brushfinch,Bolivian Brushfinch,rnbfin1,avibase-C9C868E0,LC,https://datazone.birdlife.org/species/factsheet/22733777
31476,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes fulviceps,Fulvous-headed Brushfinch,Fulvous-headed Brushfinch,fhbfin1,avibase-280F5CC1,LC,https://datazone.birdlife.org/species/factsheet/22721509
31477,species,Passeriformes,Passerellidae,New World Sparrows,Atlapetes citrinellus,Yellow-striped Brushfinch,Yellow-striped Brushfinch,ysbfin1,avibase-CB530B1A,LC,https://datazone.birdlife.org/species/factsheet/22721514
31480,species,Passeriformes,Calyptophilidae,Chat-tanagers,Calyptophilus tertius,Western Chat-Tanager,Western Chat-Tanager,wectan1,avibase-2C4E4A3C,VU,https://datazone.birdlife.org/species/factsheet/22729082
31481,species,Passeriformes,Calyptophilidae,Chat-tanagers,Calyptophilus frugivorus,Eastern Chat-Tanager,Eastern Chat-Tanager,eactan1,avibase-FD0EC029,NT,https://datazone.birdlife.org/species/factsheet/22731255
31487,species,Passeriformes,Zeledoniidae,Wrenthrush,Zeledonia coronata,Wrenthrush,Wrenthrush,wrenth1,avibase-1A2164E0,LC,https://datazone.birdlife.org/species/factsheet/22722054
31490,species,Passeriformes,Phaenicophilidae,Hispaniolan Tanagers,Xenoligea montana,White-winged Warbler,White-winged Warbler,whwwar1,avibase-1F5D926C,VU,https://datazone.birdlife.org/species/factsheet/22722076
31492,species,Passeriformes,Phaenicophilidae,Hispaniolan Tanagers,Microligea palustris,Green-tailed Warbler,Green-tailed Warbler,grtwar1,avibase-CE22ADAB,LC,https://datazone.birdlife.org/species/factsheet/22721864
31496,species,Passeriformes,Phaenicophilidae,Hispaniolan Tanagers,Phaenicophilus palmarum,Black-crowned Palm-tanager,Black-crowned Palm-Tanager,bcptan1,avibase-0979B6B9,LC,https://datazone.birdlife.org/species/factsheet/22722296
31497,species,Passeriformes,Phaenicophilidae,Hispaniolan Tanagers,Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,Gray-crowned Palm-Tanager,gcptan1,avibase-D3C190C7,NT,https://datazone.birdlife.org/species/factsheet/22722301
31503,species,Passeriformes,Nesospingidae,Puerto Rican Tanager,Nesospingus speculiferus,Puerto Rican Tanager,Puerto Rican Tanager,purtan1,avibase-055C562F,VU,https://datazone.birdlife.org/species/factsheet/22722159
31506,species,Passeriformes,Spindalidae,Spindalises,Spindalis zena,Western Spindalis,Western Spindalis,wesspi,avibase-AA587D5F,LC,https://datazone.birdlife.org/species/factsheet/22722522
31512,species,Passeriformes,Spindalidae,Spindalises,Spindalis nigricephala,Jamaican Spindalis,Jamaican Spindalis,jamspi,avibase-611D2C6B,LC,https://datazone.birdlife.org/species/factsheet/22729092
31513,species,Passeriformes,Spindalidae,Spindalises,Spindalis dominicensis,Hispaniolan Spindalis,Hispaniolan Spindalis,hisspi,avibase-E5BFABA7,LC,https://datazone.birdlife.org/species/factsheet/22729097
31514,species,Passeriformes,Spindalidae,Spindalises,Spindalis portoricensis,Puerto Rican Spindalis,Puerto Rican Spindalis,purspi,avibase-5B4FFF78,LC,https://datazone.birdlife.org/species/factsheet/22729102
31517,species,Passeriformes,Teretistridae,Cuban Warblers,Teretistris fernandinae,Yellow-headed Warbler,Yellow-headed Warbler,yehwar1,avibase-C235BE95,LC,https://datazone.birdlife.org/species/factsheet/22721867
31518,species,Passeriformes,Teretistridae,Cuban Warblers,Teretistris fornsi,Oriente Warbler,Oriente Warbler,oriwar1,avibase-F40FB0E8,LC,https://datazone.birdlife.org/species/factsheet/22721870
31523,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Icteria virens,Yellow-breasted Chat,Yellow-breasted Chat,yebcha,avibase-734C73A9,LC,https://datazone.birdlife.org/species/factsheet/22722057
31527,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Yellow-headed Blackbird,yehbla,avibase-3E2D0C9B,LC,https://datazone.birdlife.org/species/factsheet/22724169
31529,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Dolichonyx oryzivorus,Bobolink,Bobolink,boboli,avibase-F845062F,NT,https://datazone.birdlife.org/species/factsheet/22724367
31531,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Sturnella neglecta,Western Meadowlark,Western Meadowlark,wesmea,avibase-4A5B4883,LC,https://datazone.birdlife.org/species/factsheet/22724256
31534,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Sturnella magna,Eastern Meadowlark,Eastern Meadowlark,easmea,avibase-8CD66855,NE,
31549,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Sturnella lilianae,Chihuahuan Meadowlark,Chihuahuan Meadowlark,lilmea2,avibase-F707BD5F,NE,
31553,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Leistes militaris,Red-breasted Meadowlark,Red-breasted Meadowlark,rebbla1,avibase-5E08EF73,LC,https://datazone.birdlife.org/species/factsheet/22729346
31554,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Leistes superciliaris,White-browed Meadowlark,White-browed Meadowlark,whbbla2,avibase-2A95552E,LC,https://datazone.birdlife.org/species/factsheet/22724218
31555,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Leistes bellicosus,Peruvian Meadowlark,Peruvian Meadowlark,permea1,avibase-822B2E03,LC,https://datazone.birdlife.org/species/factsheet/22724226
31558,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Leistes defilippii,Pampas Meadowlark,Pampas Meadowlark,pammea1,avibase-E39D145D,VU,https://datazone.birdlife.org/species/factsheet/22724229
31559,species,Passeriformes,Icteridae,"New World Blackbirds, Troupials, and Allies",Leistes loyca,Long-tailed Meadowlark,Long-tailed Meadowlark,lotmea1,avibase-116A0791,LC,https://datazone.birdlife.org/species/factsheet/22724243
