SEQ,common_name,scientific_name,ADU,avibase_id,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,checklist_family,order,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment,IUCN,old,new,lost,kept,gain,lost_score,gain_score
871,Grey-crested Helmet Shrike,Prionops poliolophus,2478,avibase-1F2F7323,Grey-crested Helmetshrike,Prionops poliolophus,18255,Prionops poliolophus,gychel1,"Vangas, Helmetshrikes, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22707760,1,0,0,0,0,49,Shrubland,3,1,Carnivore,Invertivore,Insessorial,52607.72,,,Least Concern,5,10,0,5,5,0,4.71154447933493
872,Retz's Helmet Shrike,Prionops retzii,728,avibase-5B9EA71C,Retz's Helmetshrike,Prionops retzii,18263,Prionops retzii,rethel1,"Vangas, Helmetshrikes, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22707788,1,0,0,0,0,50.1,Woodland,2,1,Carnivore,Invertivore,Insessorial,4451615.16,,,Least Concern,24,23,6,18,5,6.02479991773291,5.04679549898651
873,Chestnut-fronted Helmet Shrike,Prionops scopifrons,729,avibase-E27EEDC5,Chestnut-fronted Helmetshrike,Prionops scopifrons,18269,Prionops scopifrons,chfhel1,"Vangas, Helmetshrikes, and Allies",Passeriformes,https://datazone.birdlife.org/species/factsheet/22707801,1,0,0,0,0,29.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,795156.97,,,Least Concern,4,9,2,2,7,1.96856195049883,6.72782653180977
874,White-crowned Shrike,Eurocephalus rueppelli,2276,avibase-866D07A0,Northern White-crowned Shrike,Eurocephalus ruppelli,19913,Eurocephalus ruppelli,whrshr1,"Shrikes",Passeriformes,https://datazone.birdlife.org/species/factsheet/22705114,1,0,0,0,0,50.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,1835004.73,,,Least Concern,96,94,14,82,12,13.9682221505045,11.4200016828803
875,Stuhlmann's Starling,Poeoptera stuhlmanni,2828,avibase-AEC1B69C,Stuhlmann's Starling,Poeoptera stuhlmanni,26449,Poeoptera stuhlmanni,stusta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710579,1,0,0,0,0,39.3,Forest,1,1,Herbivore,Frugivore,Insessorial,175255.7,,,Least Concern,8,9,3,5,4,2.97514553286562,3.91118568906382
876,Kenrick's Starling,Poeoptera kenricki,2824,avibase-295B9665,Kenrick's Starling,Poeoptera kenricki,26450,Poeoptera kenricki,kensta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710583,1,0,0,0,0,46.4,Forest,1,1,Herbivore,Frugivore,Insessorial,203009.08,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,2,7,0,2,5,0,4.72923936731635
877,Black-breasted Glossy Starling,Lamprotornis corruscus,740,avibase-40781028,Black-bellied Starling,Notopholia corusca,26427,Notopholia corusca,bbgsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710661,1,0,0,0,0,56.1,Woodland,2,2,Herbivore,Frugivore,Insessorial,495997.97,,,Least Concern,17,18,4,13,5,3.92697826213026,4.94243557003055
878,Bronze-tailed Glossy Starling,Lamprotornis chalcurus,2786,avibase-AEEED5D0,Bronze-tailed Starling,Lamprotornis chalcurus,26482,Lamprotornis chalcurus,btgsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710682,1,0,0,0,0,63,Shrubland,2,1,Omnivore,Omnivore,Generalist,2454558.78,,,Least Concern,2,5,1,1,4,0.951522974298837,3.9827247091589
879,Blue-eared Glossy Starling,Lamprotornis chalybaeus,738,avibase-7DDB347E,Greater Blue-eared Starling,Lamprotornis chalybaeus,26473,Lamprotornis chalybaeus,gbesta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710689,1,0,0,0,0,86.2,Shrubland,3,1,Omnivore,Omnivore,Generalist,7830690.15,,,Least Concern,81,91,6,75,16,6.04140146727149,15.8286886400973
880,Lesser Blue-eared Glossy Starling,Lamprotornis chloropterus,7863,avibase-0AA15ACA,Lesser Blue-eared Starling,Lamprotornis chloropterus,26466,Lamprotornis chloropterus,lbesta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/106005777,1,0,0,0,0,73.1,Woodland,2,1,Herbivore,Omnivore,Insessorial,5690333.67,,,Least Concern,7,7,6,1,6,5.9460127442828,5.88586002746805
881,Rüppell's Long-tailed Glossy Starling,Lamprotornis purpuropterus,2794,avibase-3BB2565D,Rüppell's Starling,Lamprotornis purpuroptera,26458,Lamprotornis purpuroptera,ruegls1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710751,1,0,0,0,0,77.4,Shrubland,3,1,Omnivore,Omnivore,Terrestrial,1362512.11,,,Least Concern,58,84,5,53,31,5.04873445753755,30.2852373881761
882,Splendid Glossy Starling,Lamprotornis splendidus,2798,avibase-18B10CF9,Splendid Starling,Lamprotornis splendidus,26487,Lamprotornis splendidus,spgsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710716,1,0,0,0,0,123.1,Forest,1,2,Omnivore,Frugivore,Insessorial,3906065.58,,,Least Concern,9,1,8,1,0,7.89977138615608,0
883,Purple Glossy Starling,Lamprotornis purpureus,2792,avibase-6A0BA87A,Purple Starling,Lamprotornis purpureus,26478,Lamprotornis purpureus,pugsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710668,1,0,0,0,0,112.9,Shrubland,3,2,Herbivore,Omnivore,Insessorial,3464722.79,,,Least Concern,5,5,2,3,2,1.95617444956198,1.95173322804958
884,Bristle-crowned Starling,Onychognathus salvadorii,2814,avibase-E8DEABBD,Bristle-crowned Starling,Onychognathus salvadorii,26423,Onychognathus salvadorii,brcsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710638,1,0,0,0,0,160,Rock,3,1,Herbivore,Frugivore,Insessorial,646688.67,,,Least Concern,15,26,4,11,15,4.11690206329734,14.6897907169297
885,Red-winged Starling,Onychognathus morio,745,avibase-508D5CA2,Red-winged Starling,Onychognathus morio,26407,Onychognathus morio,rewsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/103871400,1,0,0,0,0,132.9,Rock,3,1,Omnivore,Omnivore,Insessorial,3660528.38,,,Least Concern,51,73,6,45,28,5.93617695817268,27.3774916912961
886,Slender-billed Chestnut-winged Starling,Onychognathus tenuirostris,2816,avibase-F2C7AA06,Slender-billed Starling,Onychognathus tenuirostris,26403,Onychognathus tenuirostris,slbsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710629,1,0,0,0,0,118,Forest,1,1,Herbivore,Frugivore,Insessorial,405677.73,,,Least Concern,15,14,5,10,4,4.86315926493701,3.87148738960447
887,Waller's Chestnut-winged Starling,Onychognathus walleri,2818,avibase-E11D6D66,Waller's Starling,Onychognathus walleri,26417,Onychognathus walleri,walsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710595,1,0,0,0,0,93,Forest,1,1,Omnivore,Omnivore,Insessorial,308237.32,,,Least Concern,16,26,5,11,15,4.83757934168918,14.5080254581102
888,Shelley's Starling,Spreo shelleyi,2796,avibase-B24A13C7,Shelley's Starling,Lamprotornis shelleyi,26455,Lamprotornis shelleyi,shesta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710775,1,0,0,0,0,45,Shrubland,2,3,Omnivore,Invertivore,Insessorial,657853.65,"This species is prone to misidentification and its maps might be affected by error.",,Least Concern,16,16,10,6,10,9.92906188101266,9.69521404440448
889,Hildebrandt's Starling,Spreo hildebrandti,2788,avibase-621F6E07,Hildebrandt's Starling,Lamprotornis hildebrandti,26454,Lamprotornis hildebrandti,hilsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710779,1,0,0,0,0,55.9,Woodland,2,1,Carnivore,Invertivore,Terrestrial,413819.2,,,Least Concern,44,52,2,42,10,2.08073613975622,9.6591355922518
890,Superb Starling,Spreo superbus,2800,avibase-405CCAAE,Superb Starling,Lamprotornis superbus,26494,Lamprotornis superbus,supsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710767,1,0,0,0,0,64.9,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,2087560.01,,,Least Concern,98,110,3,95,15,3.11958771794064,14.6176646066666
891,Fischer's Starling,Spreo fischeri,2836,avibase-4FF4CAF8,Fischer's Starling,Lamprotornis fischeri,26495,Lamprotornis fischeri,fissta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710804,1,0,0,0,0,51,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,642683.49,,,Least Concern,47,51,7,40,11,7.09276168278541,10.5869467152146
892,White-crowned Starling,Spreo albicapillus,2834,avibase-A77D4A77,White-crowned Starling,Lamprotornis albicapillus,26496,Lamprotornis albicapillus,whcsta3,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710813,1,0,0,0,0,76.8,Shrubland,2,1,Omnivore,Omnivore,Generalist,792878.49,,,Least Concern,5,6,2,3,3,2.06592345506972,3.0417007299452
893,Golden-breasted Starling,Cosmopsarus regius,2778,avibase-EE674721,Golden-breasted Starling,Lamprotornis regius,26485,Lamprotornis regius,gobsta5,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710817,1,0,0,0,0,53.8,Shrubland,3,1,Carnivore,Invertivore,Generalist,1243437.56,,,Least Concern,44,50,8,36,14,8.16180661172785,13.4256990429792
895,Magpie Starling,Speculipastor bicolor,2832,avibase-D3390C6C,Magpie Starling,Speculipastor bicolor,26440,Speculipastor bicolor,magsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710795,1,0,0,0,0,64.2,Woodland,2,1,Omnivore,Frugivore,Insessorial,1084773.96,,,Least Concern,50,44,20,30,14,20.2116643593318,13.4182928714873
896,Violet-backed Starling,Cinnyricinclus leucogaster,736,avibase-B1A3AF6C,Violet-backed Starling,Cinnyricinclus leucogaster,26398,Cinnyricinclus leucogaster,vibsta2,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710791,1,0,1,0,0,44,Forest,2,3,Herbivore,Frugivore,Insessorial,10024187.06,,,Least Concern,69,76,10,59,17,10.1120185156027,16.5685674013994
897,Sharpe's Starling,Cinnyricinclus sharpii,2822,avibase-D6F2837E,Sharpe's Starling,Pholia sharpii,26444,Pholia sharpii,shasta2,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710783,1,0,0,0,0,41,Forest,1,2,Herbivore,Frugivore,Insessorial,195406.84,,,Least Concern,19,28,4,15,13,3.85462700537559,12.5984419006061
898,Abbott's Starling,Cinnyricinclus femoralis,2820,avibase-1350773F,Abbott's Starling,Arizelopsar femoralis,26446,Arizelopsar femoralis,abbsta2,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710787,1,0,0,0,0,41,Forest,1,2,Omnivore,Frugivore,Insessorial,5033.2,,,Endangered,2,9,0,2,7,0,6.66861992550192
899,Wattled Starling,Creatophora cinerea,735,avibase-9D95139B,Wattled Starling,Creatophora cinerea,26336,Creatophora cinerea,watsta1,"Rhabdornis, Starlings, and Mynas",Passeriformes,https://datazone.birdlife.org/species/factsheet/22710832,1,0,0,0,0,73,Shrubland,3,2,Omnivore,Invertivore,Terrestrial,5407365.7,,,Least Concern,87,88,13,74,14,13.2525875971782,13.4378094296333
900,Yellow-billed Oxpecker,Buphagus africanus,747,avibase-5D970425,Yellow-billed Oxpecker,Buphagus africanus,26066,Buphagus africanus,yeboxp1,"Oxpeckers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22711005,1,0,0,0,0,58.5,Woodland,3,2,Carnivore,Invertivore,Insessorial,3672712.87,,,Least Concern,25,46,5,20,26,5.02713166936664,25.1416410760271
901,Red-billed Oxpecker,Buphagus erythrorhynchus,748,avibase-7471E71D,Red-billed Oxpecker,Buphagus erythroryncha,26065,Buphagus erythroryncha,reboxp1,"Oxpeckers",Passeriformes,https://datazone.birdlife.org/species/factsheet/22711009,1,0,0,0,0,50.7,Woodland,3,1,Carnivore,Invertivore,Insessorial,2881050.23,,,Least Concern,94,87,20,74,13,20.1893310103332,12.6646880409849
902,Collared Sunbird,Anthreptes collaris,771,avibase-1611F295,Collared Sunbird,Hedydipna collaris,28567,Hedydipna collaris,colsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717668,1,0,0,0,0,7,Forest,2,1,Omnivore,Invertivore,Insessorial,9197435.7,,,Least Concern,72,82,5,67,15,5.04272869238355,14.7422836760252
903,Pygmy Sunbird,Anthreptes platurus,3576,avibase-B0E7740F,Pygmy Sunbird,Hedydipna platura,28577,Hedydipna platura,pygsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717672,1,0,0,0,0,6.7,Woodland,2,1,Herbivore,Omnivore,Insessorial,4094486.35,,,Least Concern,1,1,1,0,1,0.966722518725308,1.00046670778247
904,Green Sunbird,Anthreptes rectirostris,3592,avibase-3429B283,Yellow-chinned Sunbird,Anthreptes rectirostris,28445,Anthreptes rectirostris,grnsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/103792746,1,0,0,0,0,10.6,Forest,1,1,Omnivore,Omnivore,Insessorial,448143.89,,,Least Concern,3,3,0,3,0,0,0
905,Plain-backed Sunbird,Anthreptes reichenowi,769,avibase-67F06823,Plain-backed Sunbird,Anthreptes reichenowi,28407,Anthreptes reichenowi,plbsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717602,1,0,0,0,0,7.3,Forest,1,1,Herbivore,Nectarivore,Insessorial,438283.12,,,Least Concern,6,5,2,4,1,1.95242224312669,0.977988713052154
906,Eastern Violet-backed Sunbird,Anthreptes orientalis,3588,avibase-2D0C83B2,Eastern Violet-backed Sunbird,Anthreptes orientalis,28438,Anthreptes orientalis,kvbsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717640,1,0,0,0,0,10.3,Woodland,2,1,Carnivore,Invertivore,Insessorial,1935952.46,"This map might contains errors",,Least Concern,60,77,7,53,24,6.99215087008989,23.5796834694308
907,Violet-backed Sunbird,Anthreptes longuemarei,770,avibase-857DCDD5,Western Violet-backed Sunbird,Anthreptes longuemarei,28434,Anthreptes longuemarei,wvbsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717635,1,0,0,0,0,11.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,5262392.93,"Not recorded in the old atlas. There is likely an error of identification or taxnomy with the old atlas data","Are there really no records from the old atlas?",Least Concern,0,5,0,0,5,0,4.91677223770921
908,Uluguru Violet-backed Sunbird,Anthreptes neglectus,3586,avibase-56C6CBA8,Uluguru Violet-backed Sunbird,Anthreptes neglectus,28439,Anthreptes neglectus,uvbsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717645,1,0,0,0,0,11.8,Forest,1,1,Omnivore,Omnivore,Insessorial,250651.55,,,Least Concern,2,1,1,1,0,0.959669761785512,0
909,Amani Sunbird,Anthreptes pallidigaster,3574,avibase-0B4F3AA2,Amani Sunbird,Hedydipna pallidigaster,28579,Hedydipna pallidigaster,amasun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717653,1,0,0,0,0,6.8,Woodland,2,1,Carnivore,Invertivore,Insessorial,864.21,,,Endangered,1,2,0,1,1,0,0.961849005680008
910,Variable Sunbird,Nectarinia venusta,762,avibase-8E9E45B5,Variable Sunbird,Cinnyris venustus,28762,Cinnyris venustus,varsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717826,1,0,0,0,0,6.6,Woodland,2,1,Omnivore,Nectarivore,Insessorial,5595541.69,,,Least Concern,89,101,5,84,17,5.11449215553438,16.5945367103037
911,Orange-tufted Sunbird,Nectarinia bouvieri,3626,avibase-693FC6FD,Orange-tufted Sunbird,Cinnyris bouvieri,28737,Cinnyris bouvieri,ortsun3,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717846,1,0,0,0,0,8.7,Grassland,3,1,Omnivore,Nectarivore,Insessorial,360313.74,,,Least Concern,1,2,0,1,1,0,0.987532388921573
912,Shining Sunbird,Nectarinia habessinica,3640,avibase-688582BF,Abyssinian Sunbird,Cinnyris habessinicus,28741,Cinnyris habessinicus,shisun3,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/103803926,1,0,0,0,0,9.5,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1107754.72,,,Least Concern,11,20,4,7,13,4.13974367111446,12.7365340449474
913,Little Purple-banded Sunbird,Nectarinia bifasciata,0,avibase-150F563A,Purple-banded/Tsavo Sunbird,Cinnyris sp.,28731,Cinnyris bifasciatus|Cinnyris tsavoensis,pubsun4|tsasun1,"Spiderhunters and Sunbirds",Passeriformes,,2,0,0,0,0,7.2,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1925702.6,,"Historical lump of 2 species, treated as one taxon (Nectarinia bifasciata) in the 1970-1984 atlas: Purple-banded Sunbird (Cinnyris bifasciatus, 1125 Kenyan eBird records 2009-2023); Tsavo Sunbird (Cinnyris tsavoensis, 577 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either.",Least Concern,35,42,9,26,16,8.95813975337859,15.4869438977719
914,Violet-breasted Sunbird,Nectarinia pembae,3628,avibase-9CDA630C,Violet-breasted Sunbird,Cinnyris chalcomelas,28735,Cinnyris chalcomelas,vibsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718012,1,0,0,0,0,8.2,Shrubland,3,1,Omnivore,Nectarivore,Insessorial,63807.07,,,Least Concern,9,8,4,5,3,3.90714225045435,3.03011431763308
915,Superb Sunbird,Nectarinia superba,3672,avibase-7C8BC7CF,Superb Sunbird,Cinnyris superbus,28752,Cinnyris superbus,supsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718035,1,0,0,0,0,16.8,Forest,1,1,Herbivore,Omnivore,Insessorial,2854180.16,"This map might contains errors",,Least Concern,1,8,1,0,8,0.953396142674805,7.6647437932136
916,Mariqua Sunbird,Nectarinia mariquensis,755,avibase-5AC9F737,Marico Sunbird,Cinnyris mariquensis,28719,Cinnyris mariquensis,marsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718003,1,0,0,0,0,11.5,Woodland,3,1,Omnivore,Nectarivore,Insessorial,2606050.21,,,Least Concern,47,74,3,44,30,3.10721107346839,29.1752375524152
917,Red-chested Sunbird,Nectarinia erythrocerca,3638,avibase-4C428439,Red-chested Sunbird,Cinnyris erythrocercus,28727,Cinnyris erythrocercus,recsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717994,1,0,0,0,0,8.8,Wetland,2,1,Omnivore,Nectarivore,Insessorial,438707.33,"This map might contains errors",,Least Concern,10,11,3,7,4,2.95352927000456,3.97468195612764
918,Smaller Black-bellied Sunbird,Nectarinia nectarinioides,3684,avibase-7C822074,Black-bellied Sunbird,Cinnyris nectarinioides,28728,Cinnyris nectarinioides,bkbsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22718043,1,0,0,0,0,4.8,Shrubland,3,1,Omnivore,Nectarivore,Insessorial,496613.1,,,Least Concern,20,36,2,18,18,2.01084651431316,17.5434940530102
919,Olive-bellied Sunbird,Nectarinia chloropygia,1117,avibase-D2B15B3F,Olive-bellied Sunbird,Cinnyris chloropygius,28680,Cinnyris chloropygius,olbsun3,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717919,1,0,0,0,0,6.2,Shrubland,2,2,Omnivore,Omnivore,Insessorial,4297123.95,,,Least Concern,7,11,2,5,6,1.97386903187446,5.80914964472484
920,Beautiful Sunbird,Nectarinia pulchella,3686,avibase-718A3B70,Beautiful Sunbird,Cinnyris pulchellus,28717,Cinnyris pulchellus,beasun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/103799817,1,0,0,0,0,7,Woodland,3,1,Herbivore,Nectarivore,Insessorial,5431378.76,,,Least Concern,45,55,10,35,20,9.80907789627649,19.502197648584
921,Northern Double-collared Sunbird,Nectarinia preussi,3660,avibase-A6083057,Northern Double-collared Sunbird,Cinnyris reichenowi,28702,Cinnyris reichenowi,ndcsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717887,1,0,0,0,0,6.8,Forest,2,1,Herbivore,Nectarivore,Insessorial,243088.55,,,Least Concern,23,35,2,21,14,1.96024447351736,13.5601471100518
922,Eastern Double-collared Sunbird,Nectarinia mediocris,0,avibase-1E1FCF58,Eastern/Usambara Double-collared Sunbird,Cinnyris sp.,28710,Cinnyris mediocris|Cinnyris usambaricus,edcsun3|edcsun4,"Spiderhunters and Sunbirds",Passeriformes,,2,0,0,0,0,8.2,Forest,2,1,Herbivore,Nectarivore,Insessorial,195956.74,,,Least Concern,27,27,4,23,4,4.06400724429552,3.94040007276997
923,Copper Sunbird,Nectarinia cuprea,754,avibase-1F21FFE9,Copper Sunbird,Cinnyris cupreus,28773,Cinnyris cupreus,copsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717945,1,0,0,0,0,8.9,Shrubland,3,1,Herbivore,Nectarivore,Insessorial,7848077.34,,,Least Concern,12,12,1,11,1,0.951522974298837,0.944719062388575
924,Tacazze Sunbird,Nectarinia tacazze,3674,avibase-FAFA576B,Tacazze Sunbird,Nectarinia tacazze,28634,Nectarinia tacazze,tacsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717958,1,0,0,0,0,14.9,Forest,2,1,Herbivore,Nectarivore,Insessorial,285225.05,,,Least Concern,20,25,2,18,7,2.03970612042638,6.83819199620951
925,Bronze Sunbird,Nectarinia kilimensis,752,avibase-D4F9B273,Bronze Sunbird,Nectarinia kilimensis,28637,Nectarinia kilimensis,brosun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717970,1,0,0,0,0,15.7,Woodland,2,1,Omnivore,Nectarivore,Insessorial,511131.66,,,Least Concern,48,60,1,47,13,0.973902298283606,12.5623968480864
926,Golden-winged Sunbird,Nectarinia reichenowi,1118,avibase-D33D2F6D,Golden-winged Sunbird,Drepanorhynchus reichenowi,28650,Drepanorhynchus reichenowi,gowsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717975,1,0,0,0,0,14.7,Grassland,3,2,Herbivore,Nectarivore,Insessorial,217754.73,,,Least Concern,39,40,8,31,9,7.87284405013564,8.58632898395099
927,Malachite Sunbird,Nectarinia famosa,751,avibase-26F27894,Malachite Sunbird,Nectarinia famosa,28641,Nectarinia famosa,malsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717979,1,0,0,0,0,14.4,Shrubland,2,1,Omnivore,Omnivore,Insessorial,1109036.73,,,Least Concern,23,24,8,15,9,8.0210233343016,8.65104325501836
928,Scarlet-tufted Malachite Sunbird,Nectarinia johnstoni,3646,avibase-D91BCC1B,Scarlet-tufted Sunbird,Nectarinia johnstoni,28644,Nectarinia johnstoni,retsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717984,1,0,0,0,0,15.2,Grassland,3,1,Omnivore,Nectarivore,Insessorial,21310.45,,,Least Concern,3,7,0,3,4,0,3.8604614195095
929,Olive Sunbird,Nectarinia olivacea,766,avibase-EE79A5EF,Olive Sunbird,Cyanomitra olivacea,28607,Cyanomitra olivacea,eaosun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717691,1,0,0,0,0,9.7,Forest,1,1,Omnivore,Omnivore,Insessorial,5394958.82,,,Least Concern,28,44,0,28,16,0,15.5431377734131
930,Scarlet-chested Sunbird,Nectarinia senegalensis,774,avibase-0059A2E0,Scarlet-chested Sunbird,Chalcomitra senegalensis,28670,Chalcomitra senegalensis,sccsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717770,1,0,0,0,0,12.2,Shrubland,2,2,Omnivore,Omnivore,Insessorial,9424883.18,,,Least Concern,64,72,8,56,16,8.20333681752167,15.4336161038459
931,Hunter's Sunbird,Nectarinia hunteri,3610,avibase-8F052626,Hunter's Sunbird,Chalcomitra hunteri,28677,Chalcomitra hunteri,hunsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717774,1,0,0,0,0,11.8,Shrubland,2,1,Omnivore,Omnivore,Insessorial,1422643.43,"This map might contains errors",,Least Concern,47,63,5,42,21,5.062203496381,20.4590430165533
932,Amethyst Sunbird,Nectarinia amethystina,772,avibase-B022292C,Amethyst Sunbird,Chalcomitra amethystina,28665,Chalcomitra amethystina,amesun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717762,1,0,0,0,0,13.7,Woodland,2,2,Omnivore,Omnivore,Insessorial,3590561.92,,,Least Concern,65,92,1,64,28,0.995416115101133,27.3588863562338
933,Green-throated Sunbird,Nectarinia rubescens,1116,avibase-2E2DE0B6,Green-throated Sunbird,Chalcomitra rubescens,28661,Chalcomitra rubescens,gntsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717766,1,0,0,0,0,10.3,Forest,2,1,Omnivore,Omnivore,Insessorial,2910535.16,,,Least Concern,5,2,3,2,0,2.94370683848355,0
934,Green-headed Sunbird,Nectarinia verticalis,1068,avibase-6DE16262,Green-headed Sunbird,Cyanomitra verticalis,28587,Cyanomitra verticalis,gnhsun1,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717738,1,0,0,0,0,14.4,Woodland,2,1,Herbivore,Omnivore,Insessorial,5373209.67,,,Least Concern,28,34,1,27,7,0.987023942607514,6.61185388071641
936,Mouse-coloured Sunbird,Nectarinia veroxii,765,avibase-C1CBA33A,Grey Sunbird,Cyanomitra veroxii,28619,Cyanomitra veroxii,mocsun2,"Spiderhunters and Sunbirds",Passeriformes,https://datazone.birdlife.org/species/factsheet/22717699,1,0,0,0,0,11.5,Forest,2,2,Omnivore,Omnivore,Insessorial,155165.64,,,Least Concern,9,11,2,7,4,2.07059126736731,3.90676201985929
